family,test_auroc_correct,test_auprc_failure,test_risk_at_80,test_aurc,test_failure_recall_at_20_abstain
cheap_plus_hidden_pca,0.7713876166165158,0.552735726917747,0.1703125,0.11668237364444536,0.4653786028786029
confidence_option,0.8188235577218981,0.5665385414538326,0.166875,0.09408231688211853,0.486479168979169
hidden_pca,0.604248780396497,0.36823507858077487,0.21552083333333333,0.1925056761922115,0.2958109483109483
