family,test_auroc_correct,test_auprc_failure,test_risk_at_80,test_aurc,test_failure_recall_at_20_abstain
cheap_plus_hidden_pca,0.7715681318645249,0.5708386027118304,0.19053030303030302,0.12982659784781622,0.44530739742860953
confidence_option,0.8102786504679267,0.5849595780879567,0.18503787878787878,0.1062186042265184,0.4662878815909119
hidden_pca,0.6147218726263018,0.394856236345888,0.23428030303030303,0.2073761946282384,0.29633650300316966
