model,dataset,split,base_accuracy,family,probe,AUROC,AUPRC,Brier,ECE,AURC,E_AURC,risk_at_80cov,acc_at_80cov,risk_at_60cov,acc_at_60cov,risk_at_40cov,acc_at_40cov,failure_capture_at_20abst
llama31_8b_instruct,arc_challenge,0,0.7993311036789298,cheap_plus_summaries,logreg,0.8580246913580247,0.9658277352382499,0.15967641091527396,0.17496792357026558,0.05107257509825273,0.029592045632804924,0.11111111111111116,0.8888888888888888,0.03703703703703709,0.9629629629629629,0.0,1.0,0.5555555555555556
llama31_8b_instruct,arc_challenge,0,0.7993311036789298,pca_hidden,logreg,0.8333333333333333,0.9552806504201985,0.1685615960856474,0.17620961246286584,0.0597892909596519,0.0383087614942041,0.13888888888888884,0.8611111111111112,0.05555555555555558,0.9444444444444444,0.02777777777777779,0.9722222222222222,0.4444444444444444
llama31_8b_instruct,arc_challenge,0,0.7993311036789298,cheap_plus_pca_hidden,extratrees,0.8796296296296297,0.971230103140458,0.11422943030582672,0.07547225002385,0.04633218003075201,0.02485165056530421,0.125,0.875,0.01851851851851849,0.9814814814814815,0.0,1.0,0.5
llama31_8b_instruct,arc_challenge,0,0.7993311036789298,contrastive_hidden,supcon_mlp,0.7978395061728395,0.9398656208917913,0.13246149438339747,0.08594824307494692,0.0729109475531211,0.05143041808767329,0.13888888888888884,0.8611111111111112,0.09259259259259256,0.9074074074074074,0.02777777777777779,0.9722222222222222,0.4444444444444444
llama31_8b_instruct,arc_challenge,0,0.7993311036789298,cheap_plus_contrastive,supcon_embedding_plus_logreg,0.8387345679012346,0.9587234716850581,0.17338849778229168,0.1786095447782256,0.05696029936843694,0.035479769902989136,0.13888888888888884,0.8611111111111112,0.05555555555555558,0.9444444444444444,0.0,1.0,0.4444444444444444
llama31_8b_instruct,arc_challenge,1,0.7993311036789298,cheap_conf_option,logreg,0.9020061728395062,0.9767760780715686,0.1377187047098852,0.17664950393723577,0.041471982626358504,0.0199914531609107,0.08333333333333337,0.9166666666666666,0.01851851851851849,0.9814814814814815,0.0,1.0,0.6666666666666666
llama31_8b_instruct,arc_challenge,1,0.7993311036789298,hidden_summaries,extratrees,0.837962962962963,0.9604944520493591,0.13774599412787256,0.12022819014490348,0.055763797929345715,0.03428326846389791,0.11111111111111116,0.8888888888888888,0.05555555555555558,0.9444444444444444,0.0,1.0,0.5555555555555556
llama31_8b_instruct,arc_challenge,1,0.7993311036789298,cheap_plus_summaries,extratrees,0.8711419753086419,0.9687544832552842,0.11708924660365048,0.07707584723252785,0.04840877756554451,0.026928248100096704,0.125,0.875,0.03703703703703709,0.9629629629629629,0.0,1.0,0.5
llama31_8b_instruct,arc_challenge,1,0.7993311036789298,pca_hidden,mlp,0.8410493827160493,0.957242219006132,0.14779475292254504,0.1445333157976469,0.0580661405569926,0.0365856110915448,0.11111111111111116,0.8888888888888888,0.03703703703703709,0.9629629629629629,0.05555555555555558,0.9444444444444444,0.5555555555555556
llama31_8b_instruct,arc_challenge,1,0.7993311036789298,cheap_plus_pca_hidden,extratrees,0.882716049382716,0.9721942763142752,0.11178797931002663,0.08286582509105204,0.045508125805111925,0.02402759633966412,0.125,0.875,0.01851851851851849,0.9814814814814815,0.0,1.0,0.5
llama31_8b_instruct,arc_challenge,1,0.7993311036789298,contrastive_hidden,supcon_mlp,0.7708333333333334,0.9267433349075607,0.13979027263264843,0.10274863044420879,0.08432515292236561,0.06284462345691781,0.13888888888888884,0.8611111111111112,0.07407407407407407,0.9259259259259259,0.05555555555555558,0.9444444444444444,0.4444444444444444
llama31_8b_instruct,arc_challenge,1,0.7993311036789298,cheap_plus_contrastive,supcon_embedding_plus_logreg,0.8148148148148149,0.9499815154573217,0.20050504703399877,0.20727241564308474,0.06447537027416098,0.04299484080871317,0.13888888888888884,0.8611111111111112,0.05555555555555558,0.9444444444444444,0.02777777777777779,0.9722222222222222,0.4444444444444444
llama31_8b_instruct,arc_challenge,2,0.7993311036789298,cheap_conf_option,logreg,0.8132716049382716,0.9453715381113337,0.14490963448369062,0.15854910700745894,0.06804751300618217,0.046566983540734366,0.13888888888888884,0.8611111111111112,0.07407407407407407,0.9259259259259259,0.02777777777777779,0.9722222222222222,0.4444444444444444
llama31_8b_instruct,arc_challenge,2,0.7993311036789298,hidden_summaries,extratrees,0.7083333333333334,0.8854805411562338,0.15321232018139802,0.10468092550014092,0.12377183609522477,0.10229130662977697,0.125,0.875,0.12962962962962965,0.8703703703703703,0.11111111111111116,0.8888888888888888,0.5
llama31_8b_instruct,arc_challenge,2,0.7993311036789298,cheap_plus_summaries,logreg,0.7993827160493827,0.9399140265470181,0.138658397932578,0.13089923362255326,0.07274310395600667,0.05126257449055886,0.11111111111111116,0.8888888888888888,0.09259259259259256,0.9074074074074074,0.05555555555555558,0.9444444444444444,0.5555555555555556
llama31_8b_instruct,arc_challenge,2,0.7993311036789298,pca_hidden,mlp,0.7638888888888888,0.9311701880090153,0.16486480274480925,0.15084325505627524,0.08078240102777717,0.05930187156232937,0.13888888888888884,0.8611111111111112,0.09259259259259256,0.9074074074074074,0.05555555555555558,0.9444444444444444,0.4444444444444444
