family,AUROC_mean,AUROC_std,AURC_mean,EAURC_mean,Risk80_mean,Risk60_mean,Risk40_mean,FailureCapture20_mean
cheap_conf_option,0.8264927572368185,0.05300597197861235,0.09074433325403886,0.05321245706321798,0.16538194444444446,0.10060185185185185,0.05131944444444444,0.5002571781249843
cheap_plus_contrastive,0.7721351029979252,0.05912710564446391,0.10927210806658505,0.07174023187576417,0.17993055555555554,0.1262962962962963,0.0761111111111111,0.4358365036981521
cheap_plus_pca_hidden,0.8287771148434793,0.05232554759668406,0.08964332861714853,0.052111452426327656,0.1650347222222222,0.09777777777777777,0.05180555555555556,0.49059496712987044
cheap_plus_summaries,0.8214653634744821,0.05019891830909854,0.09251630502884492,0.05498442883802405,0.1640625,0.10402777777777779,0.05437500000000001,0.4987829086388801
contrastive_hidden,0.746423902298251,0.06466026531355544,0.11946697883027665,0.08193510263945578,0.18375,0.1366203703703704,0.08819444444444445,0.41110462929743835
hidden_summaries,0.7612788362869798,0.0645113204232127,0.11460635765287608,0.0770744814620552,0.18510416666666668,0.12958333333333333,0.08270833333333334,0.4083974444661697
pca_hidden,0.7940730843221486,0.05621112729668908,0.1014103362393246,0.06387846004850374,0.17302083333333335,0.11787037037037038,0.06701388888888889,0.4641405610189402
