model,dataset,seed,pca_dim,cheap_auroc,cheap_plus_pca_auroc,gain,pca_variance
deepseek_r1_qwen7b,mmlu_all,7,64,0.5747666073066752,0.5561491554692137,-0.0186174518374614,0.8524825572967529
deepseek_r1_qwen7b,mmlu_all,7,128,0.5747666073066752,0.5854514057525229,0.0106847984458476,0.9088575839996338
deepseek_r1_qwen7b,mmlu_all,7,256,0.5747666073066752,0.61362041983703,0.0388538125303548,0.95566064119339
deepseek_r1_qwen7b,mmlu_all,123,8,0.6413577248934219,0.5991042037666613,-0.0422535211267606,0.4886598885059356
deepseek_r1_qwen7b,mmlu_all,123,16,0.6413577248934219,0.5964599859694566,-0.0448977389239653,0.6230677366256714
deepseek_r1_qwen7b,mmlu_all,123,32,0.6413577248934219,0.5691004263126653,-0.0722572985807565,0.7680373191833496
deepseek_r1_qwen7b,mmlu_all,123,64,0.6413577248934219,0.5506988289892611,-0.0906588959041607,0.8491355180740356
deepseek_r1_qwen7b,mmlu_all,123,128,0.6413577248934219,0.5463817387081107,-0.0949759861853112,0.9061774015426636
deepseek_r1_qwen7b,mmlu_all,123,256,0.6413577248934219,0.5546381738708112,-0.0867195510226107,0.9539178609848022
deepseek_r1_qwen7b,mmlu_all,777,8,0.5282499595272785,0.524904214559387,-0.0033457449678915,0.4808352589607239
deepseek_r1_qwen7b,mmlu_all,777,16,0.5282499595272785,0.4965193459608224,-0.031730613566456,0.6120781898498535
deepseek_r1_qwen7b,mmlu_all,777,32,0.5282499595272785,0.5022394905833468,-0.0260104689439316,0.7675947546958923
deepseek_r1_qwen7b,mmlu_all,777,64,0.5282499595272785,0.4481139711834223,-0.0801359883438561,0.8543839454650879
deepseek_r1_qwen7b,mmlu_all,777,128,0.5282499595272785,0.4274459014624143,-0.1008040580648641,0.9102595448493958
