model,dataset,seed,pca_dim,cheap_auroc,cheap_plus_pca_auroc,gain,pca_variance
falcon3_7b_instruct,mmlu_all,777,8,0.7923263177500467,0.8043397280685417,0.012013410318495,0.3515937328338623
falcon3_7b_instruct,mmlu_all,777,16,0.7923263177500467,0.8121158502514434,0.0197895325013967,0.485675573348999
falcon3_7b_instruct,mmlu_all,777,32,0.7923263177500467,0.8132333767926988,0.0209070590426521,0.6470316648483276
falcon3_7b_instruct,mmlu_all,777,64,0.7923263177500467,0.8042466008567704,0.0119202831067236,0.7557008266448975
falcon3_7b_instruct,mmlu_all,777,128,0.7923263177500467,0.759173030359471,-0.0331532873905756,0.8365928530693054
falcon3_7b_instruct,mmlu_all,777,256,0.7923263177500467,0.7618737195008383,-0.0304525982492084,0.913248896598816
falcon3_7b_instruct,mmlu_all,2025,8,0.8183553734401192,0.8289718755820451,0.0106165021419258,0.3485768437385559
falcon3_7b_instruct,mmlu_all,2025,16,0.8183553734401192,0.8283665487055317,0.0100111752654125,0.4768761992454529
falcon3_7b_instruct,mmlu_all,2025,32,0.8183553734401192,0.8261314956230211,0.0077761221829019,0.6436997056007385
falcon3_7b_instruct,mmlu_all,2025,64,0.8183553734401192,0.7944216800149003,-0.0239336934252188,0.7595226764678955
falcon3_7b_instruct,mmlu_all,2025,128,0.8183553734401192,0.7842708139318308,-0.0340845595082883,0.8408892154693604
falcon3_7b_instruct,mmlu_all,2025,256,0.8183553734401192,0.7602905569007264,-0.0580648165393927,0.9161497354507446
mistral7b_v03,arc_challenge,42,8,0.66,0.6707142857142857,0.0107142857142856,0.4229965806007385
mistral7b_v03,arc_challenge,42,16,0.66,0.6300000000000001,-0.0299999999999999,0.5576749444007874
mistral7b_v03,arc_challenge,42,32,0.66,0.565,-0.095,0.6813353300094604
mistral7b_v03,arc_challenge,42,64,0.66,0.515,-0.145,0.8052418231964111
mistral7b_v03,arc_challenge,42,128,0.66,0.5357142857142857,-0.1242857142857143,0.9277342557907104
mistral7b_v03,arc_challenge,42,256,0.66,0.5964285714285714,-0.0635714285714286,0.9999998807907104
mistral7b_v03,arc_challenge,7,8,0.7264285714285714,0.6607142857142857,-0.0657142857142857,0.4178252816200256
mistral7b_v03,arc_challenge,7,16,0.7264285714285714,0.6821428571428572,-0.0442857142857142,0.557937741279602
mistral7b_v03,arc_challenge,7,32,0.7264285714285714,0.6942857142857142,-0.0321428571428572,0.6768940687179565
mistral7b_v03,arc_challenge,7,64,0.7264285714285714,0.7064285714285715,-0.0199999999999999,0.8029478788375854
mistral7b_v03,arc_challenge,7,128,0.7264285714285714,0.6928571428571427,-0.0335714285714286,0.9261809587478638
mistral7b_v03,arc_challenge,7,256,0.7264285714285714,0.6592857142857144,-0.067142857142857,0.9999999403953552
mistral7b_v03,arc_challenge,123,8,0.615,0.6064285714285713,-0.0085714285714286,0.4175117015838623
mistral7b_v03,arc_challenge,123,16,0.615,0.6535714285714287,0.0385714285714287,0.5573899149894714
mistral7b_v03,arc_challenge,123,32,0.615,0.6535714285714285,0.0385714285714284,0.6798184514045715
mistral7b_v03,arc_challenge,123,64,0.615,0.5778571428571428,-0.0371428571428571,0.8032093048095703
mistral7b_v03,arc_challenge,123,128,0.615,0.6742857142857143,0.0592857142857142,0.9256561994552612
mistral7b_v03,arc_challenge,123,256,0.615,0.6714285714285715,0.0564285714285714,0.9999999403953552
mistral7b_v03,arc_challenge,777,8,0.7378571428571428,0.7364285714285714,-0.0014285714285713,0.4197911024093628
mistral7b_v03,arc_challenge,777,16,0.7378571428571428,0.7128571428571429,-0.0249999999999999,0.5587645769119263
mistral7b_v03,arc_challenge,777,32,0.7378571428571428,0.6857142857142856,-0.0521428571428571,0.6809568405151367
mistral7b_v03,arc_challenge,777,64,0.7378571428571428,0.6735714285714286,-0.0642857142857141,0.8046109676361084
mistral7b_v03,arc_challenge,777,128,0.7378571428571428,0.6985714285714286,-0.0392857142857141,0.9262130856513976
mistral7b_v03,arc_challenge,777,256,0.7378571428571428,0.7464285714285714,0.0085714285714286,0.9999999403953552
mistral7b_v03,arc_challenge,2025,8,0.6364285714285715,0.6328571428571429,-0.0035714285714285,0.4161114692687988
mistral7b_v03,arc_challenge,2025,16,0.6364285714285715,0.6521428571428571,0.0157142857142856,0.5537884831428528
mistral7b_v03,arc_challenge,2025,32,0.6364285714285715,0.6871428571428573,0.0507142857142858,0.6777858734130859
mistral7b_v03,arc_challenge,2025,64,0.6364285714285715,0.6421428571428571,0.0057142857142856,0.8033241629600525
mistral7b_v03,arc_challenge,2025,128,0.6364285714285715,0.6135714285714287,-0.0228571428571427,0.9261069893836976
mistral7b_v03,arc_challenge,2025,256,0.6364285714285715,0.6907142857142856,0.0542857142857141,1.0000001192092896
mistral7b_v03,commonsenseqa,42,8,0.7032054030874786,0.6996140651801028,-0.0035913379073757,0.3749849200248718
mistral7b_v03,commonsenseqa,42,16,0.7032054030874786,0.7191252144082333,0.0159198113207547,0.4887494146823883
mistral7b_v03,commonsenseqa,42,32,0.7032054030874786,0.7189108061749572,0.0157054030874785,0.5919915437698364
mistral7b_v03,commonsenseqa,42,64,0.7032054030874786,0.6960227272727272,-0.0071826758147514,0.6953515410423279
mistral7b_v03,commonsenseqa,42,128,0.7032054030874786,0.7028301886792453,-0.0003752144082332,0.7946434020996094
mistral7b_v03,commonsenseqa,42,256,0.7032054030874786,0.7043846483704975,0.0011792452830189,0.8899658918380737
mistral7b_v03,commonsenseqa,7,8,0.7587907375643226,0.7549313893653514,-0.0038593481989711,0.3783621191978454
mistral7b_v03,commonsenseqa,7,16,0.7587907375643226,0.7673134648370498,0.0085227272727271,0.4914975166320801
mistral7b_v03,commonsenseqa,7,32,0.7587907375643226,0.7732632933104633,0.0144725557461407,0.5950988531112671
mistral7b_v03,commonsenseqa,7,64,0.7587907375643226,0.7529481132075471,-0.0058426243567755,0.6979317665100098
mistral7b_v03,commonsenseqa,7,128,0.7587907375643226,0.7099592624356776,-0.0488314751286449,0.7965644598007202
mistral7b_v03,commonsenseqa,7,256,0.7587907375643226,0.6719018010291595,-0.086888936535163,0.8915790915489197
mistral7b_v03,commonsenseqa,123,8,0.7520904802744425,0.7498391938250428,-0.0022512864493996,0.3810834884643554
mistral7b_v03,commonsenseqa,123,16,0.7520904802744425,0.7549849914236707,0.0028945111492282,0.4926939308643341
mistral7b_v03,commonsenseqa,123,32,0.7520904802744425,0.7398692109777015,-0.0122212692967409,0.5960041284561157
mistral7b_v03,commonsenseqa,123,64,0.7520904802744425,0.7405124356775301,-0.0115780445969123,0.6987025737762451
mistral7b_v03,commonsenseqa,123,128,0.7520904802744425,0.7331689536878215,-0.0189215265866209,0.7966040372848511
mistral7b_v03,commonsenseqa,123,256,0.7520904802744425,0.7088336192109775,-0.0432568610634649,0.8912744522094727
mistral7b_v03,commonsenseqa,777,8,0.763507718696398,0.7553602058319038,-0.0081475128644942,0.3780152201652527
mistral7b_v03,commonsenseqa,777,16,0.763507718696398,0.7613100343053173,-0.0021976843910807,0.4923516511917114
mistral7b_v03,commonsenseqa,777,32,0.763507718696398,0.7457118353344768,-0.0177958833619211,0.5954115986824036
mistral7b_v03,commonsenseqa,777,64,0.763507718696398,0.7346162092624358,-0.0288915094339622,0.6983622908592224
mistral7b_v03,commonsenseqa,777,128,0.763507718696398,0.7024549742710121,-0.0610527444253858,0.7967092394828796
mistral7b_v03,commonsenseqa,777,256,0.763507718696398,0.7000964837049742,-0.0634112349914237,0.8912149667739868
mistral7b_v03,commonsenseqa,2025,8,0.7505360205831904,0.7364386792452831,-0.0140973413379072,0.3774083852767944
mistral7b_v03,commonsenseqa,2025,16,0.7505360205831904,0.7659734133790738,0.0154373927958834,0.4918064773082733
mistral7b_v03,commonsenseqa,2025,32,0.7505360205831904,0.7469982847341338,-0.0035377358490565,0.5953594446182251
mistral7b_v03,commonsenseqa,2025,64,0.7505360205831904,0.7349378216123499,-0.0155981989708404,0.6980063319206238
mistral7b_v03,commonsenseqa,2025,128,0.7505360205831904,0.7258790737564321,-0.0246569468267582,0.796484649181366
mistral7b_v03,commonsenseqa,2025,256,0.7505360205831904,0.7224485420240137,-0.0280874785591767,0.8914949893951416
mistral7b_v03,hellaswag,42,8,0.7088210702341138,0.7704326923076922,0.0616116220735784,0.5012645721435547
mistral7b_v03,hellaswag,42,16,0.7088210702341138,0.7726797658862877,0.0638586956521739,0.5884814858436584
mistral7b_v03,hellaswag,42,32,0.7088210702341138,0.7705372073578595,0.0617161371237456,0.6707012057304382
mistral7b_v03,hellaswag,42,64,0.7088210702341138,0.7380330267558529,0.0292119565217391,0.756791889667511
mistral7b_v03,hellaswag,42,128,0.7088210702341138,0.7341659698996656,0.0253448996655518,0.8405212163925171
mistral7b_v03,hellaswag,42,256,0.7088210702341138,0.7418478260869565,0.0330267558528427,0.916880190372467
mistral7b_v03,hellaswag,7,8,0.711068143812709,0.7626985785953178,0.0516304347826087,0.5013293623924255
mistral7b_v03,hellaswag,7,16,0.711068143812709,0.760921822742475,0.049853678929766,0.5891640186309814
mistral7b_v03,hellaswag,7,32,0.711068143812709,0.7366220735785953,0.0255539297658863,0.6713605523109436
mistral7b_v03,hellaswag,7,64,0.711068143812709,0.7049017558528428,-0.0061663879598662,0.7570410370826721
mistral7b_v03,hellaswag,7,128,0.711068143812709,0.7096049331103679,-0.0014632107023411,0.840814471244812
mistral7b_v03,hellaswag,7,256,0.711068143812709,0.7216241638795986,0.0105560200668896,0.9171366691589355
mistral7b_v03,hellaswag,123,8,0.7003553511705686,0.7598244147157192,0.0594690635451505,0.5001258850097656
mistral7b_v03,hellaswag,123,16,0.7003553511705686,0.7537102842809364,0.0533549331103678,0.5882202982902527
mistral7b_v03,hellaswag,123,32,0.7003553511705686,0.7347930602006689,0.0344377090301003,0.6709221005439758
mistral7b_v03,hellaswag,123,64,0.7003553511705686,0.7150919732441471,0.0147366220735785,0.7572027444839478
mistral7b_v03,hellaswag,123,128,0.7003553511705686,0.7073578595317727,0.007002508361204,0.8406132459640503
mistral7b_v03,hellaswag,123,256,0.7003553511705686,0.6741220735785955,-0.026233277591973,0.9169079065322876
mistral7b_v03,hellaswag,777,8,0.726693143812709,0.7664088628762541,0.039715719063545,0.4986705780029297
mistral7b_v03,hellaswag,777,16,0.726693143812709,0.7699623745819398,0.0432692307692308,0.5884881019592285
mistral7b_v03,hellaswag,777,32,0.726693143812709,0.7620714882943144,0.0353783444816053,0.6700513958930969
mistral7b_v03,hellaswag,777,64,0.726693143812709,0.7637959866220736,0.0371028428093646,0.7562516331672668
mistral7b_v03,hellaswag,777,128,0.726693143812709,0.7364130434782609,0.0097198996655518,0.8400676250457764
mistral7b_v03,hellaswag,777,256,0.726693143812709,0.7264318561872911,-0.0002612876254178,0.9167929887771606
mistral7b_v03,hellaswag,2025,8,0.7684991638795987,0.8234740802675585,0.0549749163879598,0.4977750778198242
mistral7b_v03,hellaswag,2025,16,0.7684991638795987,0.8307901337792644,0.0622909698996656,0.5866544246673584
mistral7b_v03,hellaswag,2025,32,0.7684991638795987,0.8070129598662208,0.038513795986622,0.6695935130119324
mistral7b_v03,hellaswag,2025,64,0.7684991638795987,0.7952550167224081,0.0267558528428093,0.7553141117095947
mistral7b_v03,hellaswag,2025,128,0.7684991638795987,0.7595108695652173,-0.0089882943143814,0.8398948907852173
mistral7b_v03,hellaswag,2025,256,0.7684991638795987,0.750940635451505,-0.0175585284280936,0.9167120456695556
mistral7b_v03,mmlu_all,42,8,0.7799067362297427,0.7884020499561383,0.0084953137263955,0.4413824081420898
mistral7b_v03,mmlu_all,42,16,0.7799067362297427,0.7814303522784984,0.0015236160487557,0.541437029838562
mistral7b_v03,mmlu_all,42,32,0.7799067362297427,0.7710420610369823,-0.0088646751927604,0.6778075695037842
mistral7b_v03,mmlu_all,42,64,0.7799067362297427,0.7845699247426012,0.0046631885128585,0.803207516670227
mistral7b_v03,mmlu_all,42,128,0.7799067362297427,0.7498037767209936,-0.030102959508749,0.8779697418212891
mistral7b_v03,mmlu_all,42,256,0.7799067362297427,0.7207165612447483,-0.0591901749849944,0.9388488531112672
mistral7b_v03,mmlu_all,7,8,0.7284269818551179,0.7439863336257445,0.0155593517706266,0.4405385851860046
mistral7b_v03,mmlu_all,7,16,0.7284269818551179,0.7420471859273281,0.0136202040722102,0.5497539639472961
mistral7b_v03,mmlu_all,7,32,0.7284269818551179,0.7332748511011588,0.0048478692460408,0.6861010193824768
mistral7b_v03,mmlu_all,7,64,0.7284269818551179,0.7156840112655247,-0.0127429705895931,0.7952835559844971
mistral7b_v03,mmlu_all,7,128,0.7284269818551179,0.7022946581097926,-0.0261323237453252,0.8704683780670166
mistral7b_v03,mmlu_all,7,256,0.7284269818551179,0.6907059421025901,-0.0377210397525278,0.9340689778327942
mistral7b_v03,mmlu_all,123,8,0.7280114502054572,0.7298120873539867,0.0018006371485295,0.443693459033966
mistral7b_v03,mmlu_all,123,16,0.7280114502054572,0.7192391153792881,-0.0087723348261691,0.5486245155334473
mistral7b_v03,mmlu_all,123,32,0.7280114502054572,0.7092201856041367,-0.0187912646013205,0.6880028247833252
mistral7b_v03,mmlu_all,123,64,0.7280114502054572,0.6961540237314743,-0.0318574264739829,0.7970845103263855
mistral7b_v03,mmlu_all,123,128,0.7280114502054572,0.7062191236899211,-0.021792326515536,0.8719144463539124
mistral7b_v03,mmlu_all,123,256,0.7280114502054572,0.6979084906967081,-0.030102959508749,0.9352798461914062
mistral7b_v03,mmlu_all,777,8,0.7414008033611893,0.7605614294288747,0.0191606260676854,0.4462101459503174
mistral7b_v03,mmlu_all,777,16,0.7414008033611893,0.7591763239300059,0.0177755205688165,0.5481477975845337
mistral7b_v03,mmlu_all,777,32,0.7414008033611893,0.7494344152546285,0.0080336118934392,0.6840173602104187
mistral7b_v03,mmlu_all,777,64,0.7414008033611893,0.7274574080059097,-0.0139433953552795,0.7983493804931641
mistral7b_v03,mmlu_all,777,128,0.7414008033611893,0.7418163350108501,0.0004155316496607,0.8730169534683228
mistral7b_v03,mmlu_all,777,256,0.7414008033611893,0.7213167736275912,-0.0200840297335981,0.9359248280525208
mistral7b_v03,mmlu_all,2025,8,0.7723348261692599,0.7981439586315158,0.0258091324622559,0.437447190284729
mistral7b_v03,mmlu_all,2025,16,0.7723348261692599,0.7880326884897731,0.0156978623205132,0.5349434018135071
mistral7b_v03,mmlu_all,2025,32,0.7723348261692599,0.7757975899164318,0.0034627637471719,0.667522132396698
mistral7b_v03,mmlu_all,2025,64,0.7723348261692599,0.7492959047047416,-0.0230389214645182,0.800712525844574
mistral7b_v03,mmlu_all,2025,128,0.7723348261692599,0.7666558936238976,-0.0056789325453622,0.8775919675827026
mistral7b_v03,mmlu_all,2025,256,0.7723348261692599,0.7317512350524031,-0.0405835911168567,0.9387332797050476
olmo2_7b_instruct,arc_challenge,42,8,0.8377525252525253,0.86489898989899,0.0271464646464646,0.3490289449691772
olmo2_7b_instruct,arc_challenge,42,16,0.8377525252525253,0.8156565656565656,-0.0220959595959596,0.4840829372406006
olmo2_7b_instruct,arc_challenge,42,32,0.8377525252525253,0.8371212121212122,-0.0006313131313131,0.611564040184021
olmo2_7b_instruct,arc_challenge,42,64,0.8377525252525253,0.8434343434343433,0.005681818181818,0.7503740191459656
olmo2_7b_instruct,arc_challenge,42,128,0.8377525252525253,0.8017676767676768,-0.0359848484848485,0.9008939862251282
olmo2_7b_instruct,arc_challenge,42,256,0.8377525252525253,0.8623737373737373,0.024621212121212,1.0
olmo2_7b_instruct,arc_challenge,7,8,0.7108585858585859,0.7102272727272727,-0.0006313131313131,0.3520640730857849
olmo2_7b_instruct,arc_challenge,7,16,0.7108585858585859,0.6755050505050504,-0.0353535353535354,0.484887033700943
olmo2_7b_instruct,arc_challenge,7,32,0.7108585858585859,0.678030303030303,-0.0328282828282828,0.6143697500228882
olmo2_7b_instruct,arc_challenge,7,64,0.7108585858585859,0.6641414141414141,-0.0467171717171717,0.751315712928772
olmo2_7b_instruct,arc_challenge,7,128,0.7108585858585859,0.7247474747474748,0.0138888888888889,0.90084707736969
olmo2_7b_instruct,arc_challenge,7,256,0.7108585858585859,0.7424242424242424,0.0315656565656565,1.0000001192092896
olmo2_7b_instruct,arc_challenge,123,8,0.7525252525252525,0.7720959595959597,0.0195707070707071,0.3554349243640899
olmo2_7b_instruct,arc_challenge,123,16,0.7525252525252525,0.76010101010101,0.0075757575757575,0.4862565100193023
olmo2_7b_instruct,arc_challenge,123,32,0.7525252525252525,0.7670454545454546,0.0145202020202021,0.615463137626648
olmo2_7b_instruct,arc_challenge,123,64,0.7525252525252525,0.69760101010101,-0.0549242424242424,0.7531510591506958
olmo2_7b_instruct,arc_challenge,123,128,0.7525252525252525,0.7316919191919191,-0.0208333333333333,0.9021236896514891
olmo2_7b_instruct,arc_challenge,123,256,0.7525252525252525,0.75,-0.0025252525252524,1.0
olmo2_7b_instruct,arc_challenge,777,8,0.7935606060606061,0.8093434343434344,0.0157828282828282,0.352715790271759
olmo2_7b_instruct,arc_challenge,777,16,0.7935606060606061,0.8005050505050505,0.0069444444444444,0.4847196936607361
olmo2_7b_instruct,arc_challenge,777,32,0.7935606060606061,0.803030303030303,0.0094696969696969,0.6130039691925049
olmo2_7b_instruct,arc_challenge,777,64,0.7935606060606061,0.8219696969696969,0.0284090909090908,0.7518652677536011
olmo2_7b_instruct,arc_challenge,777,128,0.7935606060606061,0.8162878787878789,0.0227272727272728,0.901379942893982
olmo2_7b_instruct,arc_challenge,777,256,0.7935606060606061,0.8049242424242424,0.0113636363636363,0.9999999403953552
olmo2_7b_instruct,arc_challenge,2025,8,0.8440656565656566,0.8143939393939394,-0.0296717171717171,0.3518167734146118
olmo2_7b_instruct,arc_challenge,2025,16,0.8440656565656566,0.8099747474747475,-0.034090909090909,0.4830045104026794
olmo2_7b_instruct,arc_challenge,2025,32,0.8440656565656566,0.7398989898989898,-0.1041666666666667,0.6109988689422607
olmo2_7b_instruct,arc_challenge,2025,64,0.8440656565656566,0.7626262626262627,-0.0814393939393939,0.7492986917495728
olmo2_7b_instruct,arc_challenge,2025,128,0.8440656565656566,0.8061868686868687,-0.0378787878787878,0.8999185562133789
olmo2_7b_instruct,arc_challenge,2025,256,0.8440656565656566,0.8112373737373738,-0.0328282828282827,0.9999998807907104
olmo2_7b_instruct,commonsenseqa,42,8,0.7601894131574498,0.7529736738260331,-0.0072157393314167,0.3254381418228149
olmo2_7b_instruct,commonsenseqa,42,16,0.7601894131574498,0.7646428772760584,0.0044534641186085,0.4371732175350189
olmo2_7b_instruct,commonsenseqa,42,32,0.7601894131574498,0.7772140481425108,0.017024634985061,0.5434987545013428
olmo2_7b_instruct,commonsenseqa,42,64,0.7601894131574498,0.7784542533400981,0.0182648401826482,0.64557945728302
olmo2_7b_instruct,commonsenseqa,42,128,0.7601894131574498,0.7678561361970798,0.00766672303963,0.7496563196182251
olmo2_7b_instruct,commonsenseqa,42,256,0.7601894131574498,0.7249563109532667,-0.035233102204183,0.8594186902046204
olmo2_7b_instruct,commonsenseqa,7,8,0.7627825694796775,0.7560178138564744,-0.0067647556232031,0.3240779638290405
olmo2_7b_instruct,commonsenseqa,7,16,0.7627825694796775,0.748012853035684,-0.0147697164439934,0.4357686042785644
olmo2_7b_instruct,commonsenseqa,7,32,0.7627825694796775,0.7379220925644061,-0.0248604769152713,0.5420013070106506
olmo2_7b_instruct,commonsenseqa,7,64,0.7627825694796775,0.7084390326399458,-0.0543435368397317,0.6435016393661499
olmo2_7b_instruct,commonsenseqa,7,128,0.7627825694796775,0.7274367213484412,-0.0353458481312363,0.748359203338623
olmo2_7b_instruct,commonsenseqa,7,256,0.7627825694796775,0.689892327639664,-0.0728902418400134,0.8591902256011963
olmo2_7b_instruct,commonsenseqa,123,8,0.7910254242065505,0.7870793167596819,-0.0039461074468686,0.3273060917854309
olmo2_7b_instruct,commonsenseqa,123,16,0.7910254242065505,0.7972828231580134,0.0062573989514628,0.4403175711631775
olmo2_7b_instruct,commonsenseqa,123,32,0.7910254242065505,0.7871356897232088,-0.0038897344833417,0.5460355281829834
olmo2_7b_instruct,commonsenseqa,123,64,0.7910254242065505,0.780483680027059,-0.0105417441794914,0.6472690105438232
olmo2_7b_instruct,commonsenseqa,123,128,0.7910254242065505,0.7577653757258018,-0.0332600484807487,0.7504167556762695
olmo2_7b_instruct,commonsenseqa,123,256,0.7910254242065505,0.7181915553300637,-0.0728338688764868,0.8599053025245667
olmo2_7b_instruct,commonsenseqa,777,8,0.7781723885224646,0.7680816280511866,-0.0100907604712779,0.3241804242134094
olmo2_7b_instruct,commonsenseqa,777,16,0.7781723885224646,0.7777777777777778,-0.0003946107446868,0.4359818696975708
olmo2_7b_instruct,commonsenseqa,777,32,0.7781723885224646,0.7758610970178702,-0.0023112915045944,0.5422089099884033
olmo2_7b_instruct,commonsenseqa,777,64,0.7781723885224646,0.7732679406956424,-0.0049044478268222,0.6442499160766602
olmo2_7b_instruct,commonsenseqa,777,128,0.7781723885224646,0.7601894131574498,-0.0179829753650148,0.7484734058380127
olmo2_7b_instruct,commonsenseqa,777,256,0.7781723885224646,0.7303117424883026,-0.047860646034162,0.8591129779815674
olmo2_7b_instruct,commonsenseqa,2025,8,0.7685326117594004,0.7696036980664073,0.0010710863070069,0.3254495859146118
olmo2_7b_instruct,commonsenseqa,2025,16,0.7685326117594004,0.773324313659169,0.0047917018997686,0.4385023713111877
olmo2_7b_instruct,commonsenseqa,2025,32,0.7685326117594004,0.772591465133322,0.0040588533739216,0.5451478958129883
olmo2_7b_instruct,commonsenseqa,2025,64,0.7685326117594004,0.7638536557866847,-0.0046789559727156,0.646339476108551
olmo2_7b_instruct,commonsenseqa,2025,128,0.7685326117594004,0.7605276509386099,-0.0080049608207904,0.7500724792480469
olmo2_7b_instruct,commonsenseqa,2025,256,0.7685326117594004,0.725463667625007,-0.0430689441343933,0.8600630164146423
olmo2_7b_instruct,hellaswag,42,8,0.7483852583586627,0.7721789513677811,0.0237936930091184,0.4447991251945495
olmo2_7b_instruct,hellaswag,42,16,0.7483852583586627,0.769281914893617,0.0208966565349543,0.5294352173805237
olmo2_7b_instruct,hellaswag,42,32,0.7483852583586627,0.7603533434650456,0.0119680851063829,0.6146824359893799
olmo2_7b_instruct,hellaswag,42,64,0.7483852583586627,0.7652450607902735,0.0168598024316108,0.7018375396728516
olmo2_7b_instruct,hellaswag,42,128,0.7483852583586627,0.7679521276595744,0.0195668693009117,0.7917613983154297
olmo2_7b_instruct,hellaswag,42,256,0.7483852583586627,0.73290273556231,-0.0154825227963526,0.8848369121551514
olmo2_7b_instruct,hellaswag,7,8,0.6905870060790275,0.7273936170212767,0.0368066109422492,0.4498873353004455
olmo2_7b_instruct,hellaswag,7,16,0.6905870060790275,0.7240216565349544,0.0334346504559269,0.532295286655426
olmo2_7b_instruct,hellaswag,7,32,0.6905870060790275,0.7225493920972644,0.0319623860182369,0.6164038181304932
olmo2_7b_instruct,hellaswag,7,64,0.6905870060790275,0.709488981762918,0.0189019756838905,0.7037391662597656
olmo2_7b_instruct,hellaswag,7,128,0.6905870060790275,0.6735372340425532,-0.0170497720364742,0.7934213280677795
olmo2_7b_instruct,hellaswag,7,256,0.6905870060790275,0.6320288753799392,-0.0585581306990882,0.8856817483901978
olmo2_7b_instruct,hellaswag,123,8,0.6894946808510638,0.73731952887538,0.0478248480243161,0.4474051892757416
olmo2_7b_instruct,hellaswag,123,16,0.6894946808510638,0.7255414133738604,0.0360467325227965,0.5311598181724548
olmo2_7b_instruct,hellaswag,123,32,0.6894946808510638,0.7417363221884499,0.052241641337386,0.616061806678772
olmo2_7b_instruct,hellaswag,123,64,0.6894946808510638,0.7347074468085106,0.0452127659574468,0.7031445503234863
olmo2_7b_instruct,hellaswag,123,128,0.6894946808510638,0.7221219604863222,0.0326272796352583,0.7928909063339233
olmo2_7b_instruct,hellaswag,123,256,0.6894946808510638,0.6539228723404256,-0.0355718085106382,0.8851367235183716
olmo2_7b_instruct,hellaswag,777,8,0.7209821428571428,0.74705547112462,0.0260733282674772,0.4481411874294281
olmo2_7b_instruct,hellaswag,777,16,0.7209821428571428,0.740976443768997,0.0199943009118541,0.5316708087921143
olmo2_7b_instruct,hellaswag,777,32,0.7209821428571428,0.7515672492401215,0.0305851063829787,0.6159144043922424
olmo2_7b_instruct,hellaswag,777,64,0.7209821428571428,0.7327602583586625,0.0117781155015197,0.7027042508125305
olmo2_7b_instruct,hellaswag,777,128,0.7209821428571428,0.7008453647416414,-0.0201367781155014,0.7927805185317993
olmo2_7b_instruct,hellaswag,777,256,0.7209821428571428,0.69044452887538,-0.0305376139817628,0.8851821422576904
olmo2_7b_instruct,hellaswag,2025,8,0.6916318389057751,0.7376994680851064,0.0460676291793313,0.4501568973064422
olmo2_7b_instruct,hellaswag,2025,16,0.6916318389057751,0.7393142097264438,0.0476823708206687,0.5335171222686768
olmo2_7b_instruct,hellaswag,2025,32,0.6916318389057751,0.7348974164133738,0.0432655775075987,0.6169269680976868
olmo2_7b_instruct,hellaswag,2025,64,0.6916318389057751,0.7274411094224924,0.0358092705167173,0.7037535309791565
olmo2_7b_instruct,hellaswag,2025,128,0.6916318389057751,0.7059745440729482,0.0143427051671731,0.7933974862098694
olmo2_7b_instruct,hellaswag,2025,256,0.6916318389057751,0.6898746200607904,-0.0017572188449846,0.8856101036071777
olmo2_7b_instruct,mmlu_all,42,8,0.7651178451178452,0.7786307519640854,0.0135129068462401,0.3609917461872101
olmo2_7b_instruct,mmlu_all,42,16,0.7651178451178452,0.764668911335578,-0.0004489337822671,0.4784455299377441
olmo2_7b_instruct,mmlu_all,42,32,0.7651178451178452,0.7585185185185185,-0.0065993265993267,0.6147704124450684
olmo2_7b_instruct,mmlu_all,42,64,0.7651178451178452,0.7612570145903479,-0.0038608305274973,0.719103217124939
olmo2_7b_instruct,mmlu_all,42,128,0.7651178451178452,0.7342760942760944,-0.0308417508417507,0.8071715831756592
olmo2_7b_instruct,mmlu_all,42,256,0.7651178451178452,0.6802693602693602,-0.0848484848484849,0.8938274383544922
olmo2_7b_instruct,mmlu_all,7,8,0.7732884399551067,0.7716273849607184,-0.0016610549943882,0.367514967918396
olmo2_7b_instruct,mmlu_all,7,16,0.7732884399551067,0.7764309764309764,0.0031425364758697,0.4835628867149353
olmo2_7b_instruct,mmlu_all,7,32,0.7732884399551067,0.7747250280583614,0.0014365881032547,0.6173920035362244
olmo2_7b_instruct,mmlu_all,7,64,0.7732884399551067,0.774006734006734,0.0007182940516273,0.7200583219528198
olmo2_7b_instruct,mmlu_all,7,128,0.7732884399551067,0.7380022446689114,-0.0352861952861952,0.8069869875907898
olmo2_7b_instruct,mmlu_all,7,256,0.7732884399551067,0.7275869809203142,-0.0457014590347925,0.8939279317855835
olmo2_7b_instruct,mmlu_all,123,8,0.7134455667789001,0.7252076318742986,0.0117620650953984,0.3563024997711181
olmo2_7b_instruct,mmlu_all,123,16,0.7134455667789001,0.7261952861952862,0.012749719416386,0.4672766923904419
olmo2_7b_instruct,mmlu_all,123,32,0.7134455667789001,0.7135802469135802,0.00013468013468,0.6087806224822998
olmo2_7b_instruct,mmlu_all,123,64,0.7134455667789001,0.7221997755331089,0.0087542087542087,0.7265270352363586
olmo2_7b_instruct,mmlu_all,123,128,0.7134455667789001,0.7372390572390572,0.0237934904601571,0.8152306079864502
olmo2_7b_instruct,mmlu_all,123,256,0.7134455667789001,0.7161840628507294,0.0027384960718292,0.8992208242416382
olmo2_7b_instruct,mmlu_all,777,8,0.7631874298540966,0.7709988776655444,0.0078114478114478,0.3625797927379608
olmo2_7b_instruct,mmlu_all,777,16,0.7631874298540966,0.750662177328844,-0.0125252525252526,0.4763731360435486
