pca_dim,mean_cheap_auc,mean_combo_auc,mean_gain,std_gain,mean_pca_variance
8,0.7479288950779903,0.7509314274110348,0.0030025323330444276,0.023729356704889456,0.41721085011959075
16,0.7479288950779903,0.7445855154390384,-0.003343379638952036,0.0344190810930229,0.5330106535553932
32,0.7479288950779903,0.7357747255080388,-0.01215416956995166,0.05114305258673974,0.648560579419136
64,0.7479288950779903,0.7248023497365124,-0.02312654534147796,0.05109038171297142,0.7539374494552612
128,0.7479288950779903,0.7134733399951199,-0.03445555508287053,0.047108499680942564,0.8508527565002442
256,0.7479288950779903,0.6986559384115983,-0.04927295666639202,0.060125083535470386,0.9315686315298081
