model_key,dataset,feature_set,probe,count,mean_auroc,std_auroc,mean_ci_low,mean_ci_high
olmo2_7b_instruct,arc_challenge,pca_hidden_embeddings,extratrees,5,0.7707070707070708,0.05315679058950949,0.6599437838677316,0.8788448330059936
olmo2_7b_instruct,commonsenseqa,cheap_confidence_option,extratrees,5,0.7744517729297029,0.008019140750734387,0.7166667286303505,0.8305242761092405
olmo2_7b_instruct,commonsenseqa,cheap_plus_hidden_summary,extratrees,5,0.772489993798974,0.016940868119469047,0.7139369091226279,0.8299512596209156
olmo2_7b_instruct,commonsenseqa,cheap_plus_pca_hidden,extratrees,5,0.7798410282428547,0.013907771078258333,0.7196136999891733,0.8372102192555655
olmo2_7b_instruct,commonsenseqa,direct_pmax,none,5,0.7634026720784711,0.010460489096109696,0.7024318534852177,0.8246213950468386
olmo2_7b_instruct,commonsenseqa,hidden_summary_only,logreg,5,0.7027904616945713,0.03010378008590173,0.6332296667156128,0.7680315655296461
olmo2_7b_instruct,commonsenseqa,pca_hidden_embeddings,logreg,5,0.7483510908168443,0.021384197829339077,0.6829693092142619,0.803400899010772
olmo2_7b_instruct,hellaswag,cheap_confidence_option,logreg,5,0.7082161854103344,0.026042500537118644,0.6482626572397269,0.7686914986053754
olmo2_7b_instruct,hellaswag,cheap_plus_hidden_summary,extratrees,5,0.7479863221884498,0.017479707143610464,0.6911332508763403,0.8012294436169405
olmo2_7b_instruct,hellaswag,cheap_plus_pca_hidden,extratrees,5,0.7432750759878419,0.0291952868341278,0.6856047680195004,0.7979967461606087
olmo2_7b_instruct,hellaswag,direct_pmax,none,5,0.6915558510638299,0.03031605180326039,0.6328369213685882,0.755081794016515
olmo2_7b_instruct,hellaswag,hidden_summary_only,logreg,5,0.6623955167173252,0.024874382597650728,0.5982870072238181,0.7208125506511881
olmo2_7b_instruct,hellaswag,pca_hidden_embeddings,extratrees,5,0.7285904255319149,0.020102625190680547,0.6685095666275459,0.7830844072519294
olmo2_7b_instruct,mmlu_all,cheap_confidence_option,logreg,5,0.7523052749719417,0.023805485827070344,0.6972203941205042,0.8052489124027413
olmo2_7b_instruct,mmlu_all,cheap_plus_hidden_summary,extratrees,5,0.7574231200897867,0.01830498526835799,0.7032211921104128,0.809276864761825
olmo2_7b_instruct,mmlu_all,cheap_plus_pca_hidden,extratrees,5,0.7511470258136924,0.02354473442466879,0.6998902456991007,0.8041742155134985
olmo2_7b_instruct,mmlu_all,direct_pmax,none,5,0.7492255892255892,0.021273612023846138,0.6948742673347164,0.8033277862140379
olmo2_7b_instruct,mmlu_all,hidden_summary_only,extratrees,5,0.7222087542087542,0.014144741560684975,0.6667274250193278,0.78208105123602
olmo2_7b_instruct,mmlu_all,pca_hidden_embeddings,extratrees,5,0.7449696969696971,0.02134450934834791,0.6907904194289464,0.799860505306265
qwen25_7b,arc_challenge,cheap_confidence_option,logreg,5,0.8304526748971194,0.06620414558367228,0.6941669116716722,0.9421994789204827
qwen25_7b,arc_challenge,cheap_plus_hidden_summary,extratrees,5,0.7912208504801097,0.07458922630215425,0.6249494221375229,0.9407184724955634
qwen25_7b,arc_challenge,cheap_plus_pca_hidden,extratrees,5,0.8205761316872427,0.0716950171570049,0.6708260753748948,0.9445701350327
qwen25_7b,arc_challenge,direct_pmax,none,5,0.8308641975308643,0.05531923181764129,0.6522827615695072,0.9646345540234187
qwen25_7b,arc_challenge,hidden_summary_only,extratrees,5,0.7215363511659808,0.0992642865781631,0.5188924711394904,0.9028337230918086
qwen25_7b,arc_challenge,pca_hidden_embeddings,extratrees,5,0.720164609053498,0.0857805085830281,0.5570665881544995,0.8742876017806932
qwen25_7b,commonsenseqa,cheap_confidence_option,logreg,5,0.8322817202658316,0.017413915482045406,0.7771008236838638,0.8801407925679248
qwen25_7b,commonsenseqa,cheap_plus_hidden_summary,extratrees,5,0.8172484913299213,0.02428456678515741,0.7556122135296082,0.8751280570074398
qwen25_7b,commonsenseqa,cheap_plus_pca_hidden,extratrees,5,0.8307692307692308,0.01899158081792183,0.7756497982306225,0.8821963659109257
qwen25_7b,commonsenseqa,direct_pmax,none,5,0.8060652356580856,0.011633172042654056,0.7484146105083086,0.8599964464273384
qwen25_7b,commonsenseqa,hidden_summary_only,logreg,5,0.7037353907264533,0.026847796765271274,0.6257913941844919,0.7747771089093793
qwen25_7b,commonsenseqa,pca_hidden_embeddings,extratrees,5,0.7915667252310749,0.03814222270100133,0.7222443650596821,0.8526571489894677
qwen25_7b,hellaswag,cheap_confidence_option,logreg,5,0.8714529636555817,0.013696982996340194,0.8202139807407758,0.9159592741113866
qwen25_7b,hellaswag,cheap_plus_hidden_summary,extratrees,5,0.8745263842588828,0.0114541643288522,0.8307181707815173,0.9147370769917226
qwen25_7b,hellaswag,cheap_plus_pca_hidden,extratrees,5,0.87831531018782,0.018773442123967005,0.8318222705352311,0.9173101689935278
