model,dataset,seed,layer_group,cheap_auroc,hidden_only_auroc,cheap_plus_layer_auroc,gain_over_cheap
falcon3_7b_instruct,commonsenseqa,123,middle,0.7661227661227662,0.5675343175343175,0.7546620046620047,-0.0114607614607614
falcon3_7b_instruct,commonsenseqa,123,late,0.7661227661227662,0.7305749805749807,0.7527842527842528,-0.0133385133385134
falcon3_7b_instruct,commonsenseqa,123,final,0.7661227661227662,0.7452084952084951,0.7639860139860141,-0.0021367521367521
falcon3_7b_instruct,commonsenseqa,123,all,0.7661227661227662,0.747021497021497,0.7850945350945351,0.0189717689717688
falcon3_7b_instruct,commonsenseqa,777,early,0.8517871017871017,0.5775705775705776,0.8146205646205648,-0.0371665371665369
falcon3_7b_instruct,commonsenseqa,777,middle,0.8517871017871017,0.6098161098161099,0.8401320901320901,-0.0116550116550115
falcon3_7b_instruct,commonsenseqa,777,late,0.8517871017871017,0.7476042476042477,0.7669645169645171,-0.0848225848225846
falcon3_7b_instruct,commonsenseqa,777,final,0.8517871017871017,0.7994042994042994,0.8102823102823102,-0.0415047915047914
falcon3_7b_instruct,commonsenseqa,777,all,0.8517871017871017,0.8054260554260555,0.8295130795130795,-0.0222740222740221
falcon3_7b_instruct,commonsenseqa,2025,early,0.8431105931105932,0.4971509971509971,0.7781662781662781,-0.064944314944315
falcon3_7b_instruct,commonsenseqa,2025,middle,0.8431105931105932,0.5515410515410515,0.8011525511525511,-0.041958041958042
falcon3_7b_instruct,commonsenseqa,2025,late,0.8431105931105932,0.7564750064750065,0.8071095571095572,-0.0360010360010359
falcon3_7b_instruct,commonsenseqa,2025,final,0.8431105931105932,0.754079254079254,0.785029785029785,-0.0580808080808081
falcon3_7b_instruct,commonsenseqa,2025,all,0.8431105931105932,0.7543382543382543,0.8138435638435638,-0.0292670292670294
falcon3_7b_instruct,hellaswag,42,early,0.7894736842105263,0.57328216374269,0.7677266081871345,-0.0217470760233918
falcon3_7b_instruct,hellaswag,42,middle,0.7894736842105263,0.5676169590643274,0.7610867446393762,-0.0283869395711501
falcon3_7b_instruct,hellaswag,42,late,0.7894736842105263,0.7710769980506822,0.8066520467836257,0.0171783625730993
