model_key,model_family,dataset,seed,feature_set,probe,n_total,n_test,auroc,bootstrap_mean,ci_low,ci_high,base_accuracy,pca_dim,pca_explained_variance
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,7,cheap_plus_pca_hidden,logreg,1000,300,0.6089336672296314,0.6097538641624812,0.5377117358888193,0.6879309085661689,0.258,64.0,0.7706681489944458
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,7,cheap_plus_pca_hidden,mlp,1000,300,0.513540271387805,0.5128795268371535,0.44716376393659507,0.5904081444391094,0.258,64.0,0.7706681489944458
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,7,cheap_plus_pca_hidden,extratrees,1000,300,0.544522741832159,0.5440227695384074,0.46697581725569137,0.6176428323849815,0.258,64.0,0.7706681489944458
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,7,cheap_plus_pca_hidden,hgb,1000,300,0.5311280647603518,0.5321734165090756,0.4552030943335291,0.6118097871834284,0.258,64.0,0.7706681489944458
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,direct_pmax,none,1000,300,0.460835128996564,0.4584450565354693,0.3823855667604405,0.5350561083760751,,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_confidence_option,logreg,1000,300,0.5230912585172675,0.5222104665621111,0.4469069549170205,0.5882566268852806,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_confidence_option,mlp,1000,300,0.4332304466833615,0.43106632982687093,0.3565849876201207,0.5070973785939459,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_confidence_option,extratrees,1000,300,0.4889639508473589,0.4860454961483375,0.4122797837750981,0.5632267620085768,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_confidence_option,hgb,1000,300,0.5160444936229689,0.5156445582548237,0.4436269792452081,0.5918246307406486,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,hidden_summary_only,logreg,1000,300,0.5395725350882302,0.5379943628771152,0.4504124468753019,0.6132207437261419,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,hidden_summary_only,mlp,1000,300,0.4677654184380642,0.46780091794863266,0.39357260261435095,0.5410114207127481,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,hidden_summary_only,extratrees,1000,300,0.45000291188631997,0.4491793812841699,0.3732245743628104,0.5199900922557171,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,hidden_summary_only,hgb,1000,300,0.3888532991672005,0.3861859831527737,0.31291147431735195,0.4572889995974235,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_plus_hidden_summary,logreg,1000,300,0.5946071865354376,0.5911507116457475,0.5165997130852042,0.6684009291196791,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_plus_hidden_summary,mlp,1000,300,0.5301962611379651,0.5315613682614746,0.451243812180655,0.6032436662106703,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_plus_hidden_summary,extratrees,1000,300,0.485760875895405,0.483160944042952,0.4065168584843607,0.5571362096110243,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_plus_hidden_summary,hgb,1000,300,0.46194164579814806,0.4590480173008003,0.38212831911678585,0.5293780627650747,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,pca_hidden_embeddings,logreg,1000,300,0.535204705608293,0.531600832858222,0.44808831570229785,0.6092257122531238,0.258,64.0,0.7696726322174072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,pca_hidden_embeddings,mlp,1000,300,0.4784229223691107,0.4799389468788112,0.40503890272463383,0.5465686621460798,0.258,64.0,0.7696726322174072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,pca_hidden_embeddings,extratrees,1000,300,0.47353095335158113,0.47204614925084115,0.3971790269151139,0.5503851352326781,0.258,64.0,0.7696726322174072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,pca_hidden_embeddings,hgb,1000,300,0.4703278783996273,0.4702884150130908,0.391317100523567,0.5447469348086125,0.258,64.0,0.7696726322174072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_plus_pca_hidden,logreg,1000,300,0.5684002096558151,0.5649230290250071,0.4829443960972445,0.6477461844320118,0.258,64.0,0.7696726322174072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_plus_pca_hidden,mlp,1000,300,0.47207501019160214,0.46919166841868254,0.39653437220295373,0.5474826596508012,0.258,64.0,0.7696726322174072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_plus_pca_hidden,extratrees,1000,300,0.5034651447207501,0.49936677845216365,0.4056641609324006,0.5760686637205387,0.258,64.0,0.7696726322174072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,123,cheap_plus_pca_hidden,hgb,1000,300,0.49478772348727507,0.4932101982312302,0.4103821723572906,0.5790350364575707,0.258,64.0,0.7696726322174072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,direct_pmax,none,1000,300,0.46438763030691277,0.4678389492333235,0.3980049715909091,0.5358255109126983,,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_confidence_option,logreg,1000,300,0.49327354260089684,0.4968997853666531,0.4250895794172932,0.5697596612551387,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_confidence_option,mlp,1000,300,0.49804903616562807,0.5008131423030368,0.4284907407407408,0.5761259142598835,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_confidence_option,extratrees,1000,300,0.5239065866868557,0.5269437809372961,0.45429655960835574,0.5971347337698282,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_confidence_option,hgb,1000,300,0.5686331605614117,0.5686912948677348,0.4987755955398158,0.6357063780060274,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,hidden_summary_only,logreg,1000,300,0.5254790052996331,0.5238636369618046,0.4502378588458499,0.5896148179538703,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,hidden_summary_only,mlp,1000,300,0.5523848348960456,0.5509077118475773,0.4748424164581239,0.6232067950562897,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,hidden_summary_only,extratrees,1000,300,0.4562925863374294,0.4549791308851752,0.387741365131579,0.5295603723737539,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,hidden_summary_only,hgb,1000,300,0.45879680857259336,0.4600218102053781,0.38631618215831603,0.530246533062743,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_plus_hidden_summary,logreg,1000,300,0.5418438064177975,0.5420866898145131,0.46632923454548375,0.6026671101010208,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_plus_hidden_summary,mlp,1000,300,0.5270514239124104,0.5276226080727615,0.4460228544515029,0.6062361832533827,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_plus_hidden_summary,extratrees,1000,300,0.4755692737755518,0.47604065731207756,0.40171864901506277,0.5422701384193525,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_plus_hidden_summary,hgb,1000,300,0.4748121833323627,0.47478919534130665,0.40217792080772957,0.5497859322390573,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,pca_hidden_embeddings,logreg,1000,300,0.5134237959350066,0.5124952511016508,0.4222964376218324,0.581314117629335,0.258,64.0,0.7717478275299072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,pca_hidden_embeddings,mlp,1000,300,0.5181410517733387,0.5178636275807613,0.4472624875124875,0.5940023999809363,0.258,64.0,0.7717478275299072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,pca_hidden_embeddings,extratrees,1000,300,0.4959524780152583,0.49398276975104066,0.41442665139928303,0.5681936343880688,0.258,64.0,0.7717478275299072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,pca_hidden_embeddings,hgb,1000,300,0.5267019975540155,0.525577821325225,0.45247560449203883,0.5934418932206543,0.258,64.0,0.7717478275299072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_plus_pca_hidden,logreg,1000,300,0.5386989691922428,0.5383429979085225,0.46039751893939396,0.6086277564245889,0.258,64.0,0.7717478275299072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_plus_pca_hidden,mlp,1000,300,0.4834313668394386,0.4854737842272325,0.41445132709388793,0.5502121156922214,0.258,64.0,0.7717478275299072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_plus_pca_hidden,extratrees,1000,300,0.5098130568982587,0.5109123914642866,0.43341332699263563,0.5828032581654756,0.258,64.0,0.7717478275299072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,777,cheap_plus_pca_hidden,hgb,1000,300,0.5593151243375458,0.5580244848677103,0.4713193141139288,0.6263985366731752,0.258,64.0,0.7717478275299072
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,direct_pmax,none,1000,300,0.5220429794420827,0.5249595167850823,0.4397527256894956,0.6041265046296296,,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_confidence_option,logreg,1000,300,0.5543066798672179,0.5549180449409528,0.486590006359852,0.6250347118954276,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_confidence_option,mlp,1000,300,0.5565779511967852,0.5592993929213733,0.4951530147327084,0.6278218377316164,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_confidence_option,extratrees,1000,300,0.4866926795177916,0.48724827602725557,0.41654929645929417,0.5617342832672214,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_confidence_option,hgb,1000,300,0.5186651913109313,0.5225162809069965,0.45063835361731097,0.6057091328185251,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,hidden_summary_only,logreg,1000,300,0.5128996563974142,0.5117099770012163,0.42873625751428446,0.5813233612177992,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,hidden_summary_only,mlp,1000,300,0.3939199813639276,0.39313495606349574,0.3208126208671119,0.4673343972569636,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,hidden_summary_only,extratrees,1000,300,0.46799836934366085,0.46627538658011003,0.39244081916041224,0.5432914492239618,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,hidden_summary_only,hgb,1000,300,0.4516918059518956,0.44981908158356165,0.37742091016295026,0.523112915371162,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_plus_hidden_summary,logreg,1000,300,0.5646729951662687,0.5648961776296137,0.4882215402542166,0.6447828048468954,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_plus_hidden_summary,mlp,1000,300,0.46269873624133717,0.46337114800083024,0.3952512121212121,0.5309012908483705,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_plus_hidden_summary,extratrees,1000,300,0.49787432298643064,0.4972187978123399,0.4110819775132275,0.5658631591683926,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_plus_hidden_summary,hgb,1000,300,0.49274940306330434,0.490448961310614,0.4151583498023715,0.5713167814658978,0.258,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,pca_hidden_embeddings,logreg,1000,300,0.47463747015316526,0.47337365053210656,0.39667019904856415,0.5431685003709413,0.258,64.0,0.7696080803871155
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,pca_hidden_embeddings,mlp,1000,300,0.5133073204822083,0.512546459156754,0.43243143918107674,0.5801628661616162,0.258,64.0,0.7696080803871155
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,pca_hidden_embeddings,extratrees,1000,300,0.44976996098072336,0.4484789936869929,0.3746162670180061,0.5220228473592676,0.258,64.0,0.7696080803871155
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,pca_hidden_embeddings,hgb,1000,300,0.4766175528507367,0.4773970712695484,0.4071760023157469,0.5469678614811658,0.258,64.0,0.7696080803871155
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_plus_pca_hidden,logreg,1000,300,0.5014268242967794,0.5009808589975563,0.42713074176206206,0.5673819405049572,0.258,64.0,0.7696080803871155
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_plus_pca_hidden,mlp,1000,300,0.4875662454137791,0.48723874980298015,0.40963128658198356,0.5671812657696839,0.258,64.0,0.7696080803871155
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_plus_pca_hidden,extratrees,1000,300,0.46229107215654297,0.4618337049557624,0.38984385159686363,0.5305626828392701,0.258,64.0,0.7696080803871155
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,hellaswag,2025,cheap_plus_pca_hidden,hgb,1000,300,0.5087065400966746,0.5088720152135647,0.4327914629527057,0.5775293752849977,0.258,64.0,0.7696080803871155
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,direct_pmax,none,1000,300,0.6216610004856727,0.6226071830513772,0.5471144960645473,0.694237306123155,,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_confidence_option,logreg,1000,300,0.5493497382764018,0.5492663806692469,0.48371617315084686,0.6226584389365496,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_confidence_option,mlp,1000,300,0.5891748961200151,0.5891849539010019,0.5196028990299824,0.6593874180633376,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_confidence_option,extratrees,1000,300,0.6087636932707355,0.6107633194580189,0.550335603091258,0.6784057801981714,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_confidence_option,hgb,1000,300,0.5681830446279207,0.5686617900608979,0.5000248442829557,0.6358606309495596,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,hidden_summary_only,logreg,1000,300,0.4934434191355027,0.4945698037956739,0.4197501322389421,0.5659868318698237,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,hidden_summary_only,mlp,1000,300,0.43575630025362905,0.4366328923586593,0.3611472497781151,0.5068256542785189,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,hidden_summary_only,extratrees,1000,300,0.5029949813825482,0.5030859791729101,0.4316167680938926,0.5669528363399261,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,hidden_summary_only,hgb,1000,300,0.5106578166315903,0.5077383612964669,0.4436160134399247,0.5776834599520786,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_plus_hidden_summary,logreg,1000,300,0.5478927203065134,0.5478270369094127,0.4833730651821452,0.6186841965917946,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_plus_hidden_summary,mlp,1000,300,0.5793535157303977,0.5799881530552026,0.5093462134231579,0.6495124577581762,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_plus_hidden_summary,extratrees,1000,300,0.5799471156440559,0.5799115881792727,0.5162305334180334,0.6463271858225056,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_plus_hidden_summary,hgb,1000,300,0.5394204306297555,0.5390267663583937,0.47042234518990467,0.6077357154602208,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,pca_hidden_embeddings,logreg,1000,300,0.4579353515730398,0.45762839737685607,0.3781862175454853,0.5334889058265582,0.291,64.0,0.8556346893310547
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,pca_hidden_embeddings,mlp,1000,300,0.5078517079488425,0.5054441708756635,0.42968639792552565,0.5816142988229398,0.291,64.0,0.8556346893310547
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,pca_hidden_embeddings,extratrees,1000,300,0.5018077815552318,0.5027195113661562,0.43468752729059323,0.5716949218553696,0.291,64.0,0.8556346893310547
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,pca_hidden_embeddings,hgb,1000,300,0.5462198478225676,0.5458913499894803,0.4732120175853279,0.6125095833142307,0.291,64.0,0.8556346893310547
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_plus_pca_hidden,logreg,1000,300,0.5054233446656953,0.5037914159715454,0.4260929492063545,0.5862747349248048,0.291,64.0,0.8556346893310547
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_plus_pca_hidden,mlp,1000,300,0.5498354109330311,0.5485895624893249,0.4752267697559354,0.6120388032194841,0.291,64.0,0.8556346893310547
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_plus_pca_hidden,extratrees,1000,300,0.5748745345637041,0.5754123900706896,0.5056550248713038,0.6496949154143455,0.291,64.0,0.8556346893310547
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,42,cheap_plus_pca_hidden,hgb,1000,300,0.5968377313690572,0.5975401473092886,0.5268051021863601,0.6650533855951742,0.291,64.0,0.8556346893310547
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,direct_pmax,none,1000,300,0.5990502401381469,0.5990765340619132,0.5231995735792822,0.6670558907833234,,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_confidence_option,logreg,1000,300,0.5747666073066752,0.5749475131451328,0.49760323505452714,0.6435926150735635,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_confidence_option,mlp,1000,300,0.6036911121903836,0.6039509578796498,0.5365544834034596,0.6835921901168676,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_confidence_option,extratrees,1000,300,0.6614321947007717,0.6615580515649033,0.597111297331332,0.7269706625327295,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_confidence_option,hgb,1000,300,0.6198262371161837,0.6197648283355356,0.5437815417408667,0.6867662063326505,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,hidden_summary_only,logreg,1000,300,0.5123846527440505,0.5174420466832477,0.4456702389546286,0.586632248947179,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,hidden_summary_only,mlp,1000,300,0.49036749231018295,0.4919225280913404,0.41231467388240606,0.5589275880758807,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,hidden_summary_only,extratrees,1000,300,0.5902541686903028,0.5958113466989449,0.5171663449209737,0.6589023830449574,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,hidden_summary_only,hgb,1000,300,0.5291673412120231,0.5327301543953954,0.46842056469094506,0.598671243702309,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_plus_hidden_summary,logreg,1000,300,0.5633802816901409,0.5654643103319208,0.48480332340238075,0.6335458656330749,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_plus_hidden_summary,mlp,1000,300,0.49646538233230797,0.4941838918141269,0.4216011853693112,0.5709242254330935,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_plus_hidden_summary,extratrees,1000,300,0.6179375101181803,0.6184287694456049,0.5453462114144405,0.687164812441952,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_plus_hidden_summary,hgb,1000,300,0.6055258755598727,0.6076254132725448,0.5442006013655665,0.6733030561531458,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,pca_hidden_embeddings,logreg,1000,300,0.5092547622902164,0.5072366947673683,0.4420644907089156,0.5847825727096155,0.291,64.0,0.8524825572967529
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,pca_hidden_embeddings,mlp,1000,300,0.49619556418973615,0.49437282173747443,0.4100204280851327,0.5603151038428056,0.291,64.0,0.8524825572967529
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,pca_hidden_embeddings,extratrees,1000,300,0.5640278452323133,0.564450245768411,0.4880776460058179,0.6325295424517694,0.291,64.0,0.8524825572967529
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,pca_hidden_embeddings,hgb,1000,300,0.6183692191462953,0.6184720992248262,0.5494372801446159,0.6865153598484848,0.291,64.0,0.8524825572967529
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_plus_pca_hidden,logreg,1000,300,0.5561491554692137,0.5530929556008504,0.47130093072688184,0.6224830511313157,0.291,64.0,0.8524825572967529
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_plus_pca_hidden,mlp,1000,300,0.4695914953321461,0.46647510626947364,0.39487179487179486,0.5331935878975584,0.291,64.0,0.8524825572967529
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_plus_pca_hidden,extratrees,1000,300,0.6493443419135503,0.6507230721893895,0.5791064271967141,0.719111414103936,0.291,64.0,0.8524825572967529
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,7,cheap_plus_pca_hidden,hgb,1000,300,0.666019103124494,0.6654223727416716,0.5976098792718709,0.7347635522045602,0.291,64.0,0.8524825572967529
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,direct_pmax,none,1000,300,0.6322378716744913,0.6308874462997378,0.5633349890514063,0.6902630826128859,,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_confidence_option,logreg,1000,300,0.6413577248934219,0.6402100711792555,0.5765969191502829,0.6983051142165378,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_confidence_option,mlp,1000,300,0.6366628892126707,0.6347024124037882,0.5677760029669134,0.696272681665204,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_confidence_option,extratrees,1000,300,0.6180454373752091,0.6156414587113449,0.5417188207802079,0.6804453765029941,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_confidence_option,hgb,1000,300,0.5900922778047596,0.5873762923617272,0.5261126066785039,0.6635118007256876,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,hidden_summary_only,logreg,1000,300,0.5253898872160163,0.522735721778656,0.45037825888697236,0.60402001286788,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,hidden_summary_only,mlp,1000,300,0.539636285143813,0.5409431835378989,0.47391638591446794,0.6079418502299959,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,hidden_summary_only,extratrees,1000,300,0.5325670498084292,0.5330123123301062,0.467791774471628,0.6066129500536414,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,hidden_summary_only,hgb,1000,300,0.5781663159030813,0.5778960168752099,0.5101614944677627,0.6527214310232727,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_plus_hidden_summary,logreg,1000,300,0.5974313312827155,0.5956932149355132,0.5235983037356613,0.6614816973397685,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_plus_hidden_summary,mlp,1000,300,0.6039609303329556,0.6018021839032061,0.5328218267581475,0.6679373927958833,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_plus_hidden_summary,extratrees,1000,300,0.6383357616966165,0.6369350148281359,0.5742947889218616,0.7049087411689282,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_plus_hidden_summary,hgb,1000,300,0.6752468836004533,0.6727064195045723,0.6061176564763452,0.7384483098608658,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,pca_hidden_embeddings,logreg,1000,300,0.48448545680211536,0.4883197364697924,0.4177113188954636,0.5658879549283136,0.291,64.0,0.8491355180740356
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,pca_hidden_embeddings,mlp,1000,300,0.4902056014246398,0.4921872200093935,0.4256556380524541,0.5697275977120031,0.291,64.0,0.8491355180740356
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,pca_hidden_embeddings,extratrees,1000,300,0.48470131131617294,0.48614773447246495,0.4228627600098987,0.5591113288481708,0.291,64.0,0.8491355180740356
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,pca_hidden_embeddings,hgb,1000,300,0.4956559279045923,0.4986636429124561,0.42996610056387846,0.5702420957649831,0.291,64.0,0.8491355180740356
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_plus_pca_hidden,logreg,1000,300,0.5506988289892611,0.550585977105686,0.47534280979890425,0.6350690968231117,0.291,64.0,0.8491355180740356
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_plus_pca_hidden,mlp,1000,300,0.5500512654470886,0.5468120626034776,0.4791986336032389,0.6167227317840116,0.291,64.0,0.8491355180740356
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_plus_pca_hidden,extratrees,1000,300,0.5837245696400626,0.5837174993897686,0.5116308315155487,0.6558769194499168,0.291,64.0,0.8491355180740356
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,123,cheap_plus_pca_hidden,hgb,1000,300,0.5716367168528412,0.5723182315102368,0.5014472582760812,0.6386561977424748,0.291,64.0,0.8491355180740356
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,777,direct_pmax,none,1000,300,0.7078409152231396,0.7063919389067821,0.6524724099622198,0.7671964493996569,,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,777,cheap_confidence_option,logreg,1000,300,0.5282499595272785,0.5296707135306076,0.46241241928342963,0.6042238421955403,0.291,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,mmlu_all,777,cheap_confidence_option,mlp,1000,300,0.5274944687280773,0.5255826059707067,0.4505087082213041,0.5893748953330451,0.291,,
