model_key,model_family,dataset,seed,feature_set,probe,n_total,n_test,auroc,bootstrap_mean,ci_low,ci_high,base_accuracy,pca_dim,pca_explained_variance
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,42,pca_hidden_embeddings,hgb,299,90,0.5065008479366874,0.5138881379342304,0.37847274708133666,0.6396268224895206,0.32441471571906355,64.0,0.8114538788795471
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,42,cheap_plus_pca_hidden,logreg,299,90,0.5121537591859808,0.5136217251349023,0.37908653846153845,0.6556235998576302,0.32441471571906355,64.0,0.8114538788795471
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,42,cheap_plus_pca_hidden,mlp,299,90,0.49236856981345395,0.5008616135207054,0.35828222880061117,0.6371437013348162,0.32441471571906355,64.0,0.8114538788795471
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,42,cheap_plus_pca_hidden,extratrees,299,90,0.5833804409270774,0.5868526622202631,0.46495041099251627,0.7111708482676224,0.32441471571906355,64.0,0.8114538788795471
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,42,cheap_plus_pca_hidden,hgb,299,90,0.58111927642736,0.5835338092541451,0.45583922882672884,0.7192471590909091,0.32441471571906355,64.0,0.8114538788795471
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,direct_pmax,none,299,90,0.6461277557942341,0.6498546220798969,0.5234714230266887,0.7607548905193527,,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,cheap_confidence_option,logreg,299,90,0.6930469191633691,0.6896781016975101,0.5650098566308243,0.8001763668430334,0.32441471571906355,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,cheap_confidence_option,mlp,299,90,0.5025438100621821,0.5074969892172284,0.37061679292929295,0.6315196907644824,0.32441471571906355,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,cheap_confidence_option,extratrees,299,90,0.6992651215375919,0.6925511994252426,0.5939946105645734,0.8008790148776415,0.32441471571906355,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,cheap_confidence_option,hgb,299,90,0.5669869983041266,0.5593554490866272,0.43839745374827577,0.6796115822872358,0.32441471571906355,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,hidden_summary_only,logreg,299,90,0.4488411531938949,0.4404389048835231,0.31670999402140665,0.5715890522875816,0.32441471571906355,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,hidden_summary_only,mlp,299,90,0.4833239118145845,0.4794029437850777,0.35993846153846154,0.6136701369577308,0.32441471571906355,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,hidden_summary_only,extratrees,299,90,0.49462973431317125,0.497767767475064,0.36968679515159003,0.6357547043619873,0.32441471571906355,,
deepseek_r1_qwen7b,DeepSeek/Qwen-distill,arc_challenge,7,hidden_summary_only,hgb,299,90,0.4482758620689655,0.45195796298545626,0.330598941410413,0.571489345186265,0.32441471571906355,,
