model_key,dataset,signal,seed,AURC,E_AURC,AURC_opt,risk_at_80cov,retained_acc_at_80cov,risk_at_60cov,retained_acc_at_60cov,risk_at_40cov,retained_acc_at_40cov,failure_capture_at_20abstain,failure_capture_at_40abstain,failure_capture_at_60abstain
deepseek_r1_qwen7b,mmlu_all,cheap_plus_pca_hidden__hgb,594.8,0.6575956094980937,0.3053987636928491,0.35219684580524463,0.6900000000000001,0.31,0.67,0.32999999999999996,0.655,0.34500000000000003,0.22253521126760564,0.43380281690140843,0.6309859154929578
deepseek_r1_qwen7b,mmlu_all,cheap_plus_pca_hidden__logreg,594.8,0.6833504497910228,0.3311536039857782,0.35219684580524463,0.7158333333333333,0.2841666666666667,0.7088888888888889,0.2911111111111111,0.6833333333333333,0.3166666666666667,0.19342723004694834,0.4009389671361502,0.6150234741784038
deepseek_r1_qwen7b,mmlu_all,cheap_plus_pca_hidden__mlp,594.8,0.6800519285749177,0.327855082769673,0.35219684580524463,0.7125,0.2875,0.7088888888888889,0.29111111111111115,0.6883333333333332,0.31166666666666665,0.1971830985915493,0.4009389671361502,0.612206572769953
deepseek_r1_qwen7b,mmlu_all,direct_pmax,594.8,0.6277449981628852,0.2755481523576406,0.35219684580524463,0.6741666666666667,0.3258333333333333,0.6444444444444445,0.3555555555555555,0.6383333333333334,0.36166666666666664,0.2403755868544601,0.4553990610328638,0.64037558685446
deepseek_r1_qwen7b,mmlu_all,hidden_summary_only__extratrees,594.8,0.6997293381822882,0.34753249237704364,0.35219684580524463,0.7,0.3,0.6977777777777778,0.3022222222222222,0.6716666666666666,0.3283333333333333,0.2112676056338028,0.4103286384976526,0.6215962441314554
deepseek_r1_qwen7b,mmlu_all,hidden_summary_only__hgb,594.8,0.7012101753024689,0.3490133294972243,0.35219684580524463,0.7033333333333334,0.2966666666666667,0.6966666666666667,0.30333333333333334,0.6966666666666667,0.30333333333333334,0.2075117370892019,0.4112676056338028,0.6075117370892018
deepseek_r1_qwen7b,mmlu_all,hidden_summary_only__logreg,594.8,0.6988857893484532,0.34668894354320856,0.35219684580524463,0.7175,0.28250000000000003,0.7066666666666667,0.29333333333333333,0.7083333333333333,0.2916666666666667,0.1915492957746479,0.4028169014084507,0.6009389671361502
deepseek_r1_qwen7b,mmlu_all,hidden_summary_only__mlp,594.8,0.711052455963314,0.35885561015806944,0.35219684580524463,0.7166666666666667,0.2833333333333333,0.711111111111111,0.2888888888888889,0.7116666666666667,0.28833333333333333,0.19248826291079812,0.39906103286384975,0.5990610328638498
deepseek_r1_qwen7b,mmlu_all,pca_hidden_embeddings__extratrees,594.8,0.70744813474764,0.35525128894239544,0.35219684580524463,0.7158333333333333,0.2841666666666667,0.7055555555555555,0.29444444444444445,0.7066666666666667,0.29333333333333333,0.19342723004694834,0.4037558685446009,0.6018779342723005
deepseek_r1_qwen7b,mmlu_all,pca_hidden_embeddings__hgb,594.8,0.6920398267173137,0.339842980912069,0.35219684580524463,0.7,0.3,0.7033333333333334,0.2966666666666667,0.6849999999999999,0.315,0.2112676056338028,0.4056338028169014,0.6140845070422535
deepseek_r1_qwen7b,mmlu_all,pca_hidden_embeddings__logreg,594.8,0.7249132474387686,0.37271640163352393,0.35219684580524463,0.7141666666666666,0.28583333333333333,0.7244444444444444,0.27555555555555555,0.72,0.27999999999999997,0.19530516431924883,0.38779342723004695,0.5943661971830986
deepseek_r1_qwen7b,mmlu_all,pca_hidden_embeddings__mlp,594.8,0.704568492801438,0.3523716469961934,0.35219684580524463,0.7066666666666667,0.29333333333333333,0.7088888888888889,0.2911111111111111,0.7183333333333334,0.2816666666666667,0.20375586854460095,0.4009389671361502,0.5953051643192488
falcon3_7b_instruct,arc_challenge,cheap_confidence_option__extratrees,594.8,0.05804951070491589,0.04239532095113939,0.015654189753776495,0.07777777777777778,0.9222222222222222,0.05185185185185185,0.9481481481481481,0.03888888888888888,0.961111111111111,0.6266666666666667,0.8133333333333332,0.9066666666666666
falcon3_7b_instruct,arc_challenge,cheap_confidence_option__hgb,594.8,0.05617848361377244,0.04052429385999594,0.015654189753776495,0.08333333333333333,0.9166666666666666,0.05185185185185185,0.9481481481481481,0.04444444444444444,0.9555555555555555,0.6,0.8133333333333332,0.8933333333333333
falcon3_7b_instruct,arc_challenge,cheap_confidence_option__logreg,594.8,0.05414124871699631,0.03848705896321982,0.015654189753776495,0.08888888888888888,0.9111111111111111,0.05555555555555556,0.9444444444444444,0.02777777777777778,0.9722222222222221,0.5733333333333334,0.8,0.9333333333333333
falcon3_7b_instruct,arc_challenge,cheap_confidence_option__mlp,594.8,0.1064470927125023,0.0907929029587258,0.015654189753776495,0.13055555555555556,0.8694444444444445,0.11851851851851851,0.8814814814814815,0.1,0.9,0.37333333333333335,0.5733333333333333,0.76
falcon3_7b_instruct,arc_challenge,cheap_plus_hidden_summary__extratrees,594.8,0.0645065097324464,0.048852319978669914,0.015654189753776495,0.08611111111111111,0.913888888888889,0.059259259259259255,0.9407407407407409,0.03333333333333333,0.9666666666666666,0.5866666666666667,0.7866666666666667,0.9199999999999999
falcon3_7b_instruct,arc_challenge,cheap_plus_hidden_summary__hgb,594.8,0.06841395265320323,0.05275976289942672,0.015654189753776495,0.10833333333333332,0.8916666666666666,0.06666666666666667,0.9333333333333333,0.05,0.95,0.48,0.76,0.8800000000000001
falcon3_7b_instruct,arc_challenge,cheap_plus_hidden_summary__logreg,594.8,0.07014795543181777,0.05449376567804128,0.015654189753776495,0.10277777777777777,0.8972222222222221,0.07037037037037037,0.9296296296296296,0.0611111111111111,0.9388888888888889,0.5066666666666666,0.7466666666666667,0.8533333333333333
falcon3_7b_instruct,arc_challenge,cheap_plus_hidden_summary__mlp,594.8,0.10993469542118559,0.09428050566740909,0.015654189753776495,0.12777777777777777,0.8722222222222221,0.1,0.9,0.1,0.9,0.3866666666666666,0.64,0.76
falcon3_7b_instruct,arc_challenge,cheap_plus_pca_hidden__extratrees,594.8,0.060891523504817816,0.04523733375104132,0.015654189753776495,0.08333333333333333,0.9166666666666666,0.05185185185185185,0.9481481481481481,0.02777777777777778,0.9722222222222221,0.6,0.8133333333333332,0.9333333333333333
falcon3_7b_instruct,arc_challenge,cheap_plus_pca_hidden__hgb,594.8,0.06947905974637686,0.053824869992600353,0.015654189753776495,0.09166666666666666,0.9083333333333332,0.04814814814814815,0.951851851851852,0.05555555555555556,0.9444444444444444,0.5599999999999999,0.8266666666666668,0.8666666666666666
falcon3_7b_instruct,arc_challenge,cheap_plus_pca_hidden__logreg,594.8,0.0625092181332818,0.0468550283795053,0.015654189753776495,0.075,0.925,0.06296296296296296,0.937037037037037,0.04444444444444444,0.9555555555555555,0.6399999999999999,0.7733333333333333,0.8933333333333333
