model_key,dataset,feature_set,probe,count,mean_auroc,std_auroc,mean_ci_low,mean_ci_high
deepseek_r1_qwen7b,commonsenseqa,hidden_summary_only,hgb,5,0.4558580488117353,0.03345061610248884,0.37795771555538105,0.5312066528071666
deepseek_r1_qwen7b,commonsenseqa,hidden_summary_only,logreg,5,0.4872589840497086,0.025627665956596525,0.41224503719338046,0.5584763852015495
deepseek_r1_qwen7b,commonsenseqa,hidden_summary_only,mlp,5,0.5015565947088592,0.029209027406489535,0.4284778213580103,0.5808480754871069
deepseek_r1_qwen7b,commonsenseqa,pca_hidden_embeddings,extratrees,5,0.5229645762603292,0.022151034371327386,0.44861354161329087,0.6049455551938314
deepseek_r1_qwen7b,commonsenseqa,pca_hidden_embeddings,hgb,5,0.5198641983216963,0.02386697234034345,0.4431612627804068,0.5970768505017362
deepseek_r1_qwen7b,commonsenseqa,pca_hidden_embeddings,logreg,5,0.5263211837806675,0.02076757159297605,0.4529370182546928,0.6058503516388125
deepseek_r1_qwen7b,commonsenseqa,pca_hidden_embeddings,mlp,5,0.5051566203318173,0.02411188776990628,0.42568590312878574,0.5834742135070083
deepseek_r1_qwen7b,hellaswag,cheap_confidence_option,extratrees,5,0.49506726457399103,0.021489855192816116,0.42093008642920154,0.5679276782614657
deepseek_r1_qwen7b,hellaswag,cheap_confidence_option,hgb,5,0.5260730301089045,0.023903710095026568,0.4540324461840114,0.6003962878504526
deepseek_r1_qwen7b,hellaswag,cheap_confidence_option,logreg,5,0.5290780967911013,0.03452051732770086,0.4552287674611309,0.6009893436673769
deepseek_r1_qwen7b,hellaswag,cheap_confidence_option,mlp,5,0.5043387106167374,0.054419314735183466,0.4338203309000289,0.577677002122903
deepseek_r1_qwen7b,hellaswag,cheap_plus_hidden_summary,extratrees,5,0.4999242909556811,0.03367307657015296,0.42096527615163115,0.570886425812291
deepseek_r1_qwen7b,hellaswag,cheap_plus_hidden_summary,hgb,5,0.48947644283967157,0.03449397969027315,0.41354804998010214,0.5632354331567673
deepseek_r1_qwen7b,hellaswag,cheap_plus_hidden_summary,logreg,5,0.5812474520994699,0.039085923696334395,0.5043150451101845,0.652829536913922
deepseek_r1_qwen7b,hellaswag,cheap_plus_hidden_summary,mlp,5,0.5124104594956613,0.03630073857269235,0.44092009115087427,0.5855488242742639
deepseek_r1_qwen7b,hellaswag,cheap_plus_pca_hidden,extratrees,5,0.5118513773222293,0.03295509251817861,0.43278954821971877,0.5844082054871006
deepseek_r1_qwen7b,hellaswag,cheap_plus_pca_hidden,hgb,5,0.5296255314192534,0.0280108450109686,0.44916679304236273,0.6042435297531803
deepseek_r1_qwen7b,hellaswag,cheap_plus_pca_hidden,logreg,5,0.5603983460485703,0.041685269279894306,0.4832610465569845,0.6314265565617241
deepseek_r1_qwen7b,hellaswag,cheap_plus_pca_hidden,mlp,5,0.49893424960689536,0.02662245794449574,0.4263432174582108,0.5732498134202523
deepseek_r1_qwen7b,hellaswag,direct_pmax,none,5,0.49319200978393807,0.03181109131645619,0.41678490638965415,0.5689759358943849
deepseek_r1_qwen7b,hellaswag,hidden_summary_only,extratrees,5,0.48220837458505617,0.04130467379388951,0.40578354806956984,0.5575445508431139
deepseek_r1_qwen7b,hellaswag,hidden_summary_only,hgb,5,0.4526818473006814,0.045113944124540006,0.3788550673473076,0.52605833562124
deepseek_r1_qwen7b,hellaswag,hidden_summary_only,logreg,5,0.5458389144487799,0.03619346083158196,0.4661131516084246,0.6170610110936036
deepseek_r1_qwen7b,hellaswag,hidden_summary_only,mlp,5,0.4940306330440859,0.06687880887929241,0.4214193252593785,0.5661056991589779
deepseek_r1_qwen7b,hellaswag,pca_hidden_embeddings,extratrees,5,0.4903034185545397,0.03023690752623868,0.4131477811577546,0.5653145298621899
deepseek_r1_qwen7b,hellaswag,pca_hidden_embeddings,hgb,5,0.5122590414070235,0.03617008239607041,0.4342319900607835,0.5878483515793342
deepseek_r1_qwen7b,hellaswag,pca_hidden_embeddings,logreg,5,0.5267252926445751,0.03425082936074736,0.44547754005826656,0.5993151725651139
