model_key,dataset,seed,layer,cheap_auc,hidden_only_auc,cheap_plus_layer_auc,gain_over_cheap,pca_explained_variance,n_total
deepseek_r1_qwen7b,arc_challenge,777,late,0.5828151498021481,0.5138496325607689,0.6172979084228377,0.03448275862068961,0.8446616530418396,299
deepseek_r1_qwen7b,arc_challenge,777,final,0.5828151498021481,0.46466930469191636,0.5206331260599208,-0.062182023742227255,0.8520119786262512,299
deepseek_r1_qwen7b,arc_challenge,777,all,0.5828151498021481,0.5234595816845675,0.5743357829282081,-0.00847936687394002,0.8053225874900818,299
deepseek_r1_qwen7b,arc_challenge,2025,early,0.5873374788015828,0.5104578858111928,0.5528547201808931,-0.034482758620689724,0.8273112177848816,299
deepseek_r1_qwen7b,arc_challenge,2025,middle,0.5873374788015828,0.4635387224420577,0.600904465799887,0.013566986998304165,0.8605629205703735,299
deepseek_r1_qwen7b,arc_challenge,2025,late,0.5873374788015828,0.4855850763143019,0.5782928208027134,-0.009044657998869443,0.8446354269981384,299
deepseek_r1_qwen7b,arc_challenge,2025,final,0.5873374788015828,0.47258338044092707,0.5466365178066706,-0.04070096099491227,0.8522291779518127,299
deepseek_r1_qwen7b,arc_challenge,2025,all,0.5873374788015828,0.49067269643866585,0.6065573770491803,0.01921989824759751,0.8034965991973877,299
deepseek_r1_qwen7b,commonsenseqa,42,early,0.6235987444750496,0.5086797770802639,0.6000896803535968,-0.023509064121452816,0.7158430814743042,1000
deepseek_r1_qwen7b,commonsenseqa,42,middle,0.6235987444750496,0.4653129203766575,0.5647299980782782,-0.05886874639677142,0.7680661082267761,1000
deepseek_r1_qwen7b,commonsenseqa,42,late,0.6235987444750496,0.5881750048043046,0.6407661264492985,0.01716738197424894,0.7438465356826782,1000
deepseek_r1_qwen7b,commonsenseqa,42,final,0.6235987444750496,0.5793991416309013,0.6072641086413426,-0.01633463583370698,0.7770183682441711,1000
deepseek_r1_qwen7b,commonsenseqa,42,all,0.6235987444750496,0.5224521170969189,0.600538082121581,-0.023060662353468597,0.6891472935676575,1000
deepseek_r1_qwen7b,commonsenseqa,7,early,0.6863109345973993,0.5216834283518033,0.6070719364550637,-0.07923899814233559,0.7125563621520996,1000
deepseek_r1_qwen7b,commonsenseqa,7,middle,0.6863109345973993,0.46736275703029917,0.5711997950163347,-0.11511113958106467,0.7646189332008362,1000
deepseek_r1_qwen7b,commonsenseqa,7,late,0.6863109345973993,0.6388444045865096,0.6843251553391838,-0.0019857792582155254,0.7393212914466858,1000
deepseek_r1_qwen7b,commonsenseqa,7,final,0.6863109345973993,0.5635129075651784,0.6362180513740311,-0.050092883223368245,0.7736061215400696,1000
deepseek_r1_qwen7b,commonsenseqa,7,all,0.6863109345973993,0.5322528985971431,0.61943501377234,-0.06687592082505933,0.6856676340103149,1000
deepseek_r1_qwen7b,commonsenseqa,123,early,0.6812504003587214,0.4930497725962462,0.590352956248799,-0.0908974441099224,0.7166213989257812,1000
deepseek_r1_qwen7b,commonsenseqa,123,middle,0.6812504003587214,0.4430209467683044,0.5653065146371148,-0.11594388572160663,0.767249345779419,1000
deepseek_r1_qwen7b,commonsenseqa,123,late,0.6812504003587214,0.5586445455127793,0.6240471462430337,-0.05720325411568772,0.7434356212615967,1000
deepseek_r1_qwen7b,commonsenseqa,123,final,0.6812504003587214,0.6102748062263789,0.6474280955736339,-0.03382230478508752,0.7776472568511963,1000
deepseek_r1_qwen7b,commonsenseqa,123,all,0.6812504003587214,0.5070783421946063,0.6117481263211837,-0.06950227403753773,0.6887129545211792,1000
deepseek_r1_qwen7b,commonsenseqa,777,early,0.6227659983345076,0.49746973288066104,0.5949650887194927,-0.027800909615014913,0.7130001187324524,1000
deepseek_r1_qwen7b,commonsenseqa,777,middle,0.6227659983345076,0.4945230926910512,0.6049580424059957,-0.01780795592851192,0.7668431401252747,1000
deepseek_r1_qwen7b,commonsenseqa,777,late,0.6227659983345076,0.612644929857152,0.6331432963935685,0.010377298059060847,0.7429231405258179,1000
deepseek_r1_qwen7b,commonsenseqa,777,final,0.6227659983345076,0.5452565498686823,0.6062391903145218,-0.01652680801998585,0.7770845890045166,1000
deepseek_r1_qwen7b,commonsenseqa,777,all,0.6227659983345076,0.558964832489911,0.6244314906155916,0.0016654922810839246,0.6876703500747681,1000
deepseek_r1_qwen7b,commonsenseqa,2025,early,0.646595349433092,0.48337710588687466,0.5979757863045289,-0.04861956312856319,0.711474597454071,1000
deepseek_r1_qwen7b,commonsenseqa,2025,middle,0.646595349433092,0.4454551277945039,0.5513420024341811,-0.09525334699891097,0.7634090185165405,1000
deepseek_r1_qwen7b,commonsenseqa,2025,late,0.646595349433092,0.5531356095061175,0.6121324706937415,-0.0344628787393505,0.739486575126648,1000
deepseek_r1_qwen7b,commonsenseqa,2025,final,0.646595349433092,0.5893280379219781,0.6465312920376658,-6.405739542625355e-05,0.7730548977851868,1000
deepseek_r1_qwen7b,commonsenseqa,2025,all,0.646595349433092,0.5108577285247581,0.601178656075844,-0.04541669335724807,0.6844340562820435,1000
deepseek_r1_qwen7b,hellaswag,42,early,0.5007862093063886,0.5286238425251878,0.5468522508881253,0.04606604158173666,0.7841796875,1000
deepseek_r1_qwen7b,hellaswag,42,middle,0.5007862093063886,0.5235571603284608,0.5565197134703862,0.05573350416399758,0.8161380290985107,1000
deepseek_r1_qwen7b,hellaswag,42,late,0.5007862093063886,0.5476093413313144,0.5774852949740842,0.07669908566769557,0.8009032607078552,1000
deepseek_r1_qwen7b,hellaswag,42,final,0.5007862093063886,0.553258400792033,0.5929765301962612,0.09219032088987256,0.8339135050773621,1000
deepseek_r1_qwen7b,hellaswag,42,all,0.5007862093063886,0.5477258167841128,0.5845320598683829,0.08374585056199424,0.7699238657951355,1000
deepseek_r1_qwen7b,hellaswag,7,early,0.5739327936637354,0.6022363286937278,0.6323452332420941,0.05841243957835873,0.7849045991897583,1000
deepseek_r1_qwen7b,hellaswag,7,middle,0.5739327936637354,0.5402713878050202,0.5917535379418788,0.017820744278143397,0.8170837163925171,1000
deepseek_r1_qwen7b,hellaswag,7,late,0.5739327936637354,0.5703220546269874,0.6032263700425134,0.029293576378778052,0.8009829521179199,1000
deepseek_r1_qwen7b,hellaswag,7,final,0.5739327936637354,0.5518606953584532,0.5950730883466309,0.021140294682895466,0.8352360129356384,1000
deepseek_r1_qwen7b,hellaswag,7,all,0.5739327936637354,0.5626346747422981,0.6089336672296314,0.035000873565895985,0.7706681489944458,1000
deepseek_r1_qwen7b,hellaswag,123,early,0.5230912585172675,0.5467940131617262,0.5492399976704909,0.026148739153223466,0.7829824090003967,1000
deepseek_r1_qwen7b,hellaswag,123,middle,0.5230912585172675,0.5080659251062839,0.5451051190961504,0.022013860578882993,0.8163137435913086,1000
deepseek_r1_qwen7b,hellaswag,123,late,0.5230912585172675,0.5653718478830587,0.5862209539339585,0.063129695416691,0.8002464771270752,1000
deepseek_r1_qwen7b,hellaswag,123,final,0.5230912585172675,0.5619358220255082,0.5910546852250889,0.0679634267078214,0.8351308107376099,1000
