model_key,dataset,sample_size,seed,feature_set,auroc,pca_explained_variance
qwen25_7b,commonsenseqa,1000,123,cheap_plus_pca_hidden,0.7813001298602094,0.7190773487091064
qwen25_7b,commonsenseqa,1000,777,cheap_confidence_option,0.8365289129936598,
qwen25_7b,commonsenseqa,1000,777,cheap_plus_pca_hidden,0.7991750057291269,0.7209831476211548
qwen25_7b,commonsenseqa,1000,2025,cheap_confidence_option,0.8122374150179513,
qwen25_7b,commonsenseqa,1000,2025,cheap_plus_pca_hidden,0.7722099152089222,0.7197957634925842
qwen25_7b,hellaswag,100,42,cheap_confidence_option,0.76,
qwen25_7b,hellaswag,100,42,cheap_plus_pca_hidden,0.88,0.9878104329109192
qwen25_7b,hellaswag,100,7,cheap_confidence_option,0.784,
qwen25_7b,hellaswag,100,7,cheap_plus_pca_hidden,0.824,0.9881186485290527
qwen25_7b,hellaswag,100,123,cheap_confidence_option,0.896,
qwen25_7b,hellaswag,100,123,cheap_plus_pca_hidden,0.88,0.9886308908462524
qwen25_7b,hellaswag,100,777,cheap_confidence_option,0.888,
qwen25_7b,hellaswag,100,777,cheap_plus_pca_hidden,0.928,0.9878567457199097
qwen25_7b,hellaswag,100,2025,cheap_confidence_option,0.88,
qwen25_7b,hellaswag,100,2025,cheap_plus_pca_hidden,0.8880000000000001,0.9882302284240723
qwen25_7b,hellaswag,300,42,cheap_confidence_option,0.9164444444444445,
qwen25_7b,hellaswag,300,42,cheap_plus_pca_hidden,0.8337777777777778,0.8507353067398071
qwen25_7b,hellaswag,300,7,cheap_confidence_option,0.808,
qwen25_7b,hellaswag,300,7,cheap_plus_pca_hidden,0.7671111111111111,0.8498589992523193
qwen25_7b,hellaswag,300,123,cheap_confidence_option,0.8800000000000001,
qwen25_7b,hellaswag,300,123,cheap_plus_pca_hidden,0.7564444444444445,0.8522446751594543
qwen25_7b,hellaswag,300,777,cheap_confidence_option,0.8577777777777778,
qwen25_7b,hellaswag,300,777,cheap_plus_pca_hidden,0.7502222222222222,0.852715015411377
qwen25_7b,hellaswag,300,2025,cheap_confidence_option,0.7777777777777778,
qwen25_7b,hellaswag,300,2025,cheap_plus_pca_hidden,0.8177777777777778,0.8532798290252686
qwen25_7b,hellaswag,500,42,cheap_confidence_option,0.87968,
qwen25_7b,hellaswag,500,42,cheap_plus_pca_hidden,0.80928,0.8203150033950806
qwen25_7b,hellaswag,500,7,cheap_confidence_option,0.85376,
qwen25_7b,hellaswag,500,7,cheap_plus_pca_hidden,0.808,0.8175166249275208
qwen25_7b,hellaswag,500,123,cheap_confidence_option,0.9136,
qwen25_7b,hellaswag,500,123,cheap_plus_pca_hidden,0.792,0.8179453611373901
qwen25_7b,hellaswag,500,777,cheap_confidence_option,0.8031999999999999,
qwen25_7b,hellaswag,500,777,cheap_plus_pca_hidden,0.8054399999999999,0.8207026720046997
qwen25_7b,hellaswag,500,2025,cheap_confidence_option,0.8652799999999999,
qwen25_7b,hellaswag,500,2025,cheap_plus_pca_hidden,0.78496,0.816082775592804
qwen25_7b,hellaswag,1000,42,cheap_confidence_option,0.8782827872184731,
qwen25_7b,hellaswag,1000,42,cheap_plus_pca_hidden,0.8703959671518009,0.7947032451629639
qwen25_7b,hellaswag,1000,7,cheap_confidence_option,0.9047076998129928,
qwen25_7b,hellaswag,1000,7,cheap_plus_pca_hidden,0.8853565330514676,0.7938761115074158
qwen25_7b,hellaswag,1000,123,cheap_confidence_option,0.8626717619318643,
qwen25_7b,hellaswag,1000,123,cheap_plus_pca_hidden,0.8546223270184569,0.7940374612808228
qwen25_7b,hellaswag,1000,777,cheap_confidence_option,0.8504756484267014,
qwen25_7b,hellaswag,1000,777,cheap_plus_pca_hidden,0.8411252947394098,0.7948401570320129
qwen25_7b,hellaswag,1000,2025,cheap_confidence_option,0.8866574518253516,
qwen25_7b,hellaswag,1000,2025,cheap_plus_pca_hidden,0.8709651191153753,0.7941144108772278
qwen25_7b,mmlu_all,100,42,cheap_confidence_option,0.745,
qwen25_7b,mmlu_all,100,42,cheap_plus_pca_hidden,0.72,0.9933515191078186
qwen25_7b,mmlu_all,100,7,cheap_confidence_option,0.77,
qwen25_7b,mmlu_all,100,7,cheap_plus_pca_hidden,0.715,0.9922045469284058
qwen25_7b,mmlu_all,100,123,cheap_confidence_option,0.85,
qwen25_7b,mmlu_all,100,123,cheap_plus_pca_hidden,0.865,0.9936726689338684
qwen25_7b,mmlu_all,100,777,cheap_confidence_option,0.745,
qwen25_7b,mmlu_all,100,777,cheap_plus_pca_hidden,0.66,0.9934442639350891
qwen25_7b,mmlu_all,100,2025,cheap_confidence_option,0.79,
qwen25_7b,mmlu_all,100,2025,cheap_plus_pca_hidden,0.895,0.9934840798377991
qwen25_7b,mmlu_all,300,42,cheap_confidence_option,0.8394573205200678,
qwen25_7b,mmlu_all,300,42,cheap_plus_pca_hidden,0.781232334652346,0.9043344259262085
qwen25_7b,mmlu_all,300,7,cheap_confidence_option,0.6705069124423964,
qwen25_7b,mmlu_all,300,7,cheap_plus_pca_hidden,0.641705069124424,0.894629716873169
qwen25_7b,mmlu_all,300,123,cheap_confidence_option,0.8100621820237421,
qwen25_7b,mmlu_all,300,123,cheap_plus_pca_hidden,0.7088750706613905,0.8914695382118225
qwen25_7b,mmlu_all,300,777,cheap_confidence_option,0.8237327188940092,
qwen25_7b,mmlu_all,300,777,cheap_plus_pca_hidden,0.7039170506912443,0.8874080181121826
qwen25_7b,mmlu_all,300,2025,cheap_confidence_option,0.8010175240248727,
qwen25_7b,mmlu_all,300,2025,cheap_plus_pca_hidden,0.7128321085358958,0.8778082132339478
qwen25_7b,mmlu_all,500,42,cheap_confidence_option,0.792604833712043,
qwen25_7b,mmlu_all,500,42,cheap_plus_pca_hidden,0.7748399091096881,0.8696950674057007
qwen25_7b,mmlu_all,500,7,cheap_confidence_option,0.8343545751633987,
qwen25_7b,mmlu_all,500,7,cheap_plus_pca_hidden,0.7796160130718954,0.8639737367630005
qwen25_7b,mmlu_all,500,123,cheap_confidence_option,0.78145011361289,
qwen25_7b,mmlu_all,500,123,cheap_plus_pca_hidden,0.7457136955174551,0.850004255771637
qwen25_7b,mmlu_all,500,777,cheap_confidence_option,0.8008578431372549,
qwen25_7b,mmlu_all,500,777,cheap_plus_pca_hidden,0.7828839869281046,0.8493307828903198
qwen25_7b,mmlu_all,500,2025,cheap_confidence_option,0.8380499896715555,
qwen25_7b,mmlu_all,500,2025,cheap_plus_pca_hidden,0.807477793844247,0.8423827886581421
qwen25_7b,mmlu_all,1000,42,cheap_confidence_option,0.8131450577663671,
qwen25_7b,mmlu_all,1000,42,cheap_plus_pca_hidden,0.8003080872913992,0.8368996381759644
qwen25_7b,mmlu_all,1000,7,cheap_confidence_option,0.8325032092426188,
qwen25_7b,mmlu_all,1000,7,cheap_plus_pca_hidden,0.8153530166880617,0.8309764862060547
qwen25_7b,mmlu_all,1000,123,cheap_confidence_option,0.8085750962772786,
qwen25_7b,mmlu_all,1000,123,cheap_plus_pca_hidden,0.7767394094993582,0.831395149230957
qwen25_7b,mmlu_all,1000,777,cheap_confidence_option,0.8118100128369705,
qwen25_7b,mmlu_all,1000,777,cheap_plus_pca_hidden,0.794403080872914,0.8337055444717407
qwen25_7b,mmlu_all,1000,2025,cheap_confidence_option,0.8406675224646983,
qwen25_7b,mmlu_all,1000,2025,cheap_plus_pca_hidden,0.8340949935815147,0.8350893259048462
