model_key,dataset,sample_size,seed,feature_set,auroc,pca_explained_variance
mistral7b_v03,commonsenseqa,100,42,cheap_plus_pca_hidden,0.5079365079365079,0.9830448627471924
mistral7b_v03,commonsenseqa,100,7,cheap_confidence_option,0.6296296296296297,
mistral7b_v03,commonsenseqa,100,7,cheap_plus_pca_hidden,0.7248677248677249,0.9824628829956055
mistral7b_v03,commonsenseqa,100,123,cheap_confidence_option,0.7989417989417991,
mistral7b_v03,commonsenseqa,100,123,cheap_plus_pca_hidden,0.6613756613756614,0.9824815988540649
mistral7b_v03,commonsenseqa,100,777,cheap_confidence_option,0.783068783068783,
mistral7b_v03,commonsenseqa,100,777,cheap_plus_pca_hidden,0.8571428571428572,0.9827447533607483
mistral7b_v03,commonsenseqa,100,2025,cheap_confidence_option,0.582010582010582,
mistral7b_v03,commonsenseqa,100,2025,cheap_plus_pca_hidden,0.6296296296296297,0.9840819835662842
mistral7b_v03,commonsenseqa,300,42,cheap_confidence_option,0.6514423076923077,
mistral7b_v03,commonsenseqa,300,42,cheap_plus_pca_hidden,0.6796875000000001,0.7838674783706665
mistral7b_v03,commonsenseqa,300,7,cheap_confidence_option,0.7608173076923077,
mistral7b_v03,commonsenseqa,300,7,cheap_plus_pca_hidden,0.7007211538461539,0.7824681997299194
mistral7b_v03,commonsenseqa,300,123,cheap_confidence_option,0.8533653846153845,
mistral7b_v03,commonsenseqa,300,123,cheap_plus_pca_hidden,0.7313701923076923,0.7838342189788818
mistral7b_v03,commonsenseqa,300,777,cheap_confidence_option,0.7085336538461539,
mistral7b_v03,commonsenseqa,300,777,cheap_plus_pca_hidden,0.7151442307692308,0.7826094627380371
mistral7b_v03,commonsenseqa,300,2025,cheap_confidence_option,0.7680288461538461,
mistral7b_v03,commonsenseqa,300,2025,cheap_plus_pca_hidden,0.48978365384615385,0.7838347554206848
mistral7b_v03,commonsenseqa,500,42,cheap_confidence_option,0.7915951972555746,
mistral7b_v03,commonsenseqa,500,42,cheap_plus_pca_hidden,0.7570754716981132,0.7336173057556152
mistral7b_v03,commonsenseqa,500,7,cheap_confidence_option,0.733704974271012,
mistral7b_v03,commonsenseqa,500,7,cheap_plus_pca_hidden,0.7409948542024014,0.7357004880905151
mistral7b_v03,commonsenseqa,500,123,cheap_confidence_option,0.7602915951972555,
mistral7b_v03,commonsenseqa,500,123,cheap_plus_pca_hidden,0.6957547169811321,0.7354110479354858
mistral7b_v03,commonsenseqa,500,777,cheap_confidence_option,0.7761578044596913,
mistral7b_v03,commonsenseqa,500,777,cheap_plus_pca_hidden,0.6764579759862779,0.7356544733047485
mistral7b_v03,commonsenseqa,500,2025,cheap_confidence_option,0.7394939965694683,
mistral7b_v03,commonsenseqa,500,2025,cheap_plus_pca_hidden,0.7433533447684391,0.7342957258224487
mistral7b_v03,commonsenseqa,1000,42,cheap_confidence_option,0.7670454545454545,
mistral7b_v03,commonsenseqa,1000,42,cheap_plus_pca_hidden,0.7050278730703259,0.6972346305847168
mistral7b_v03,commonsenseqa,1000,7,cheap_confidence_option,0.7142474271012008,
mistral7b_v03,commonsenseqa,1000,7,cheap_plus_pca_hidden,0.7038486277873071,0.697974443435669
mistral7b_v03,commonsenseqa,1000,123,cheap_confidence_option,0.7742817324185248,
mistral7b_v03,commonsenseqa,1000,123,cheap_plus_pca_hidden,0.7836620926243567,0.6961953043937683
mistral7b_v03,commonsenseqa,1000,777,cheap_confidence_option,0.7314536878216124,
mistral7b_v03,commonsenseqa,1000,777,cheap_plus_pca_hidden,0.7448542024013722,0.6969783902168274
mistral7b_v03,commonsenseqa,1000,2025,cheap_confidence_option,0.7219125214408233,
mistral7b_v03,commonsenseqa,1000,2025,cheap_plus_pca_hidden,0.7359562607204116,0.6995483636856079
mistral7b_v03,hellaswag,100,42,cheap_confidence_option,0.8465608465608466,
mistral7b_v03,hellaswag,100,42,cheap_plus_pca_hidden,0.656084656084656,0.9861023426055908
mistral7b_v03,hellaswag,100,7,cheap_confidence_option,0.7142857142857143,
mistral7b_v03,hellaswag,100,7,cheap_plus_pca_hidden,0.6772486772486772,0.9859488010406494
mistral7b_v03,hellaswag,100,123,cheap_confidence_option,0.8148148148148149,
mistral7b_v03,hellaswag,100,123,cheap_plus_pca_hidden,0.8518518518518519,0.9859872460365295
mistral7b_v03,hellaswag,100,777,cheap_confidence_option,0.6878306878306878,
mistral7b_v03,hellaswag,100,777,cheap_plus_pca_hidden,0.6878306878306878,0.9860116243362427
mistral7b_v03,hellaswag,100,2025,cheap_confidence_option,0.7195767195767195,
mistral7b_v03,hellaswag,100,2025,cheap_plus_pca_hidden,0.656084656084656,0.9859495162963867
mistral7b_v03,hellaswag,300,42,cheap_confidence_option,0.8058755760368663,
mistral7b_v03,hellaswag,300,42,cheap_plus_pca_hidden,0.7033410138248849,0.8275901079177856
mistral7b_v03,hellaswag,300,7,cheap_confidence_option,0.7678571428571429,
mistral7b_v03,hellaswag,300,7,cheap_plus_pca_hidden,0.8254608294930876,0.8267266750335693
mistral7b_v03,hellaswag,300,123,cheap_confidence_option,0.831221198156682,
mistral7b_v03,hellaswag,300,123,cheap_plus_pca_hidden,0.673963133640553,0.824341356754303
mistral7b_v03,hellaswag,300,777,cheap_confidence_option,0.6342165898617511,
mistral7b_v03,hellaswag,300,777,cheap_plus_pca_hidden,0.6532258064516128,0.8263538479804993
mistral7b_v03,hellaswag,300,2025,cheap_confidence_option,0.7021889400921659,
mistral7b_v03,hellaswag,300,2025,cheap_plus_pca_hidden,0.6445852534562212,0.8203436732292175
mistral7b_v03,hellaswag,500,42,cheap_confidence_option,0.7244983277591972,
mistral7b_v03,hellaswag,500,42,cheap_plus_pca_hidden,0.7439381270903009,0.7840521335601807
mistral7b_v03,hellaswag,500,7,cheap_confidence_option,0.7221989966555185,
mistral7b_v03,hellaswag,500,7,cheap_plus_pca_hidden,0.742056856187291,0.7879071235656738
mistral7b_v03,hellaswag,500,123,cheap_confidence_option,0.7221989966555183,
mistral7b_v03,hellaswag,500,123,cheap_plus_pca_hidden,0.6843645484949833,0.7856142520904541
mistral7b_v03,hellaswag,500,777,cheap_confidence_option,0.7773829431438127,
mistral7b_v03,hellaswag,500,777,cheap_plus_pca_hidden,0.7433110367892977,0.7861756086349487
mistral7b_v03,hellaswag,500,2025,cheap_confidence_option,0.7690217391304348,
mistral7b_v03,hellaswag,500,2025,cheap_plus_pca_hidden,0.75188127090301,0.7872661352157593
mistral7b_v03,hellaswag,1000,42,cheap_confidence_option,0.730769230769231,
mistral7b_v03,hellaswag,1000,42,cheap_plus_pca_hidden,0.7577341137123745,0.7569736242294312
mistral7b_v03,hellaswag,1000,7,cheap_confidence_option,0.7828699832775919,
mistral7b_v03,hellaswag,1000,7,cheap_plus_pca_hidden,0.765625,0.7540038824081421
mistral7b_v03,hellaswag,1000,123,cheap_confidence_option,0.7014527591973245,
mistral7b_v03,hellaswag,1000,123,cheap_plus_pca_hidden,0.7109113712374582,0.7559589147567749
mistral7b_v03,hellaswag,1000,777,cheap_confidence_option,0.7405413879598662,
mistral7b_v03,hellaswag,1000,777,cheap_plus_pca_hidden,0.7648411371237459,0.7552475333213806
mistral7b_v03,hellaswag,1000,2025,cheap_confidence_option,0.7125313545150501,
mistral7b_v03,hellaswag,1000,2025,cheap_plus_pca_hidden,0.7260660535117057,0.7550035715103149
mistral7b_v03,mmlu_all,100,42,cheap_confidence_option,0.7962962962962963,
mistral7b_v03,mmlu_all,100,42,cheap_plus_pca_hidden,0.7916666666666666,0.9953672885894775
mistral7b_v03,mmlu_all,100,7,cheap_confidence_option,0.6851851851851852,
mistral7b_v03,mmlu_all,100,7,cheap_plus_pca_hidden,0.6203703703703703,0.9899659156799316
mistral7b_v03,mmlu_all,100,123,cheap_confidence_option,0.7870370370370371,
mistral7b_v03,mmlu_all,100,123,cheap_plus_pca_hidden,0.7731481481481481,0.9893893003463745
mistral7b_v03,mmlu_all,100,777,cheap_confidence_option,0.6759259259259259,
mistral7b_v03,mmlu_all,100,777,cheap_plus_pca_hidden,0.6435185185185185,0.9941095113754272
mistral7b_v03,mmlu_all,100,2025,cheap_confidence_option,0.6342592592592593,
mistral7b_v03,mmlu_all,100,2025,cheap_plus_pca_hidden,0.6018518518518519,0.9960825443267822
mistral7b_v03,mmlu_all,300,42,cheap_confidence_option,0.7942386831275721,
mistral7b_v03,mmlu_all,300,42,cheap_plus_pca_hidden,0.7037037037037037,0.8625283241271973
mistral7b_v03,mmlu_all,300,7,cheap_confidence_option,0.8065843621399177,
mistral7b_v03,mmlu_all,300,7,cheap_plus_pca_hidden,0.7926954732510288,0.8539195656776428
mistral7b_v03,mmlu_all,300,123,cheap_confidence_option,0.8564814814814815,
mistral7b_v03,mmlu_all,300,123,cheap_plus_pca_hidden,0.8060699588477365,0.8391889333724976
mistral7b_v03,mmlu_all,300,777,cheap_confidence_option,0.6939300411522634,
mistral7b_v03,mmlu_all,300,777,cheap_plus_pca_hidden,0.6779835390946501,0.8609193563461304
mistral7b_v03,mmlu_all,300,2025,cheap_confidence_option,0.6568930041152263,
mistral7b_v03,mmlu_all,300,2025,cheap_plus_pca_hidden,0.7417695473251029,0.8753576278686523
mistral7b_v03,mmlu_all,500,42,cheap_confidence_option,0.768281451464358,
mistral7b_v03,mmlu_all,500,42,cheap_plus_pca_hidden,0.7870694418861669,0.8447391390800476
mistral7b_v03,mmlu_all,500,7,cheap_confidence_option,0.7795174065205378,
mistral7b_v03,mmlu_all,500,7,cheap_plus_pca_hidden,0.756308712470068,0.8364405632019043
mistral7b_v03,mmlu_all,500,123,cheap_confidence_option,0.7327316264505435,
mistral7b_v03,mmlu_all,500,123,cheap_plus_pca_hidden,0.7668078835881378,0.8316224813461304
mistral7b_v03,mmlu_all,500,777,cheap_confidence_option,0.7266531589611346,
mistral7b_v03,mmlu_all,500,777,cheap_plus_pca_hidden,0.7056548167249954,0.8235446810722351
mistral7b_v03,mmlu_all,500,2025,cheap_confidence_option,0.6936820777307053,
mistral7b_v03,mmlu_all,500,2025,cheap_plus_pca_hidden,0.7310738625897955,0.829842209815979
mistral7b_v03,mmlu_all,1000,42,cheap_confidence_option,0.7294888960709174,
mistral7b_v03,mmlu_all,1000,42,cheap_plus_pca_hidden,0.7258876217738586,0.7984161972999573
mistral7b_v03,mmlu_all,1000,7,cheap_confidence_option,0.7553903688997647,
mistral7b_v03,mmlu_all,1000,7,cheap_plus_pca_hidden,0.7620388752943349,0.7989827394485474
mistral7b_v03,mmlu_all,1000,123,cheap_confidence_option,0.7592224941133016,
mistral7b_v03,mmlu_all,1000,123,cheap_plus_pca_hidden,0.7462025024239345,0.7978407144546509
mistral7b_v03,mmlu_all,1000,777,cheap_confidence_option,0.7031718915924097,
mistral7b_v03,mmlu_all,1000,777,cheap_plus_pca_hidden,0.7121750773350569,0.804419755935669
mistral7b_v03,mmlu_all,1000,2025,cheap_confidence_option,0.7684103605891316,
mistral7b_v03,mmlu_all,1000,2025,cheap_plus_pca_hidden,0.7431091001431276,0.8029194474220276
olmo2_7b_instruct,arc_challenge,100,42,cheap_confidence_option,0.7443181818181819,
olmo2_7b_instruct,arc_challenge,100,42,cheap_plus_pca_hidden,0.7897727272727273,0.9794383645057678
olmo2_7b_instruct,arc_challenge,100,7,cheap_confidence_option,0.8977272727272727,
olmo2_7b_instruct,arc_challenge,100,7,cheap_plus_pca_hidden,0.8636363636363636,0.9800126552581787
olmo2_7b_instruct,arc_challenge,100,123,cheap_confidence_option,0.846590909090909,
olmo2_7b_instruct,arc_challenge,100,123,cheap_plus_pca_hidden,0.8011363636363638,0.9805811643600464
olmo2_7b_instruct,arc_challenge,100,777,cheap_confidence_option,0.6534090909090909,
olmo2_7b_instruct,arc_challenge,100,777,cheap_plus_pca_hidden,0.5909090909090908,0.9809943437576294
olmo2_7b_instruct,arc_challenge,100,2025,cheap_confidence_option,0.7840909090909092,
olmo2_7b_instruct,arc_challenge,100,2025,cheap_plus_pca_hidden,0.6931818181818182,0.979529082775116
olmo2_7b_instruct,commonsenseqa,100,42,cheap_confidence_option,0.5852272727272727,
olmo2_7b_instruct,commonsenseqa,100,42,cheap_plus_pca_hidden,0.5511363636363636,0.9794789552688599
olmo2_7b_instruct,commonsenseqa,100,7,cheap_confidence_option,0.8352272727272727,
olmo2_7b_instruct,commonsenseqa,100,7,cheap_plus_pca_hidden,0.8352272727272727,0.9810801148414612
olmo2_7b_instruct,commonsenseqa,100,123,cheap_confidence_option,0.5511363636363636,
olmo2_7b_instruct,commonsenseqa,100,123,cheap_plus_pca_hidden,0.6420454545454546,0.9786725044250488
olmo2_7b_instruct,commonsenseqa,100,777,cheap_confidence_option,0.6647727272727273,
olmo2_7b_instruct,commonsenseqa,100,777,cheap_plus_pca_hidden,0.5625,0.9799431562423706
olmo2_7b_instruct,commonsenseqa,100,2025,cheap_confidence_option,0.6306818181818181,
olmo2_7b_instruct,commonsenseqa,100,2025,cheap_plus_pca_hidden,0.5511363636363636,0.9783704280853271
olmo2_7b_instruct,commonsenseqa,300,42,cheap_confidence_option,0.8080808080808081,
olmo2_7b_instruct,commonsenseqa,300,42,cheap_plus_pca_hidden,0.8314393939393939,0.7420443892478943
olmo2_7b_instruct,commonsenseqa,300,7,cheap_confidence_option,0.8636363636363636,
olmo2_7b_instruct,commonsenseqa,300,7,cheap_plus_pca_hidden,0.797979797979798,0.7451021671295166
olmo2_7b_instruct,commonsenseqa,300,123,cheap_confidence_option,0.6931818181818181,
olmo2_7b_instruct,commonsenseqa,300,123,cheap_plus_pca_hidden,0.706439393939394,0.7404065132141113
olmo2_7b_instruct,commonsenseqa,300,777,cheap_confidence_option,0.773358585858586,
olmo2_7b_instruct,commonsenseqa,300,777,cheap_plus_pca_hidden,0.6439393939393939,0.7439385056495667
olmo2_7b_instruct,commonsenseqa,300,2025,cheap_confidence_option,0.7045454545454545,
olmo2_7b_instruct,commonsenseqa,300,2025,cheap_plus_pca_hidden,0.67739898989899,0.7430837154388428
olmo2_7b_instruct,commonsenseqa,500,42,cheap_confidence_option,0.8036363636363636,
olmo2_7b_instruct,commonsenseqa,500,42,cheap_plus_pca_hidden,0.7225000000000001,0.686295747756958
olmo2_7b_instruct,commonsenseqa,500,7,cheap_confidence_option,0.7627272727272728,
olmo2_7b_instruct,commonsenseqa,500,7,cheap_plus_pca_hidden,0.7,0.6879016160964966
olmo2_7b_instruct,commonsenseqa,500,123,cheap_confidence_option,0.7465909090909091,
olmo2_7b_instruct,commonsenseqa,500,123,cheap_plus_pca_hidden,0.7045454545454545,0.6884733438491821
olmo2_7b_instruct,commonsenseqa,500,777,cheap_confidence_option,0.7190909090909091,
olmo2_7b_instruct,commonsenseqa,500,777,cheap_plus_pca_hidden,0.6388636363636363,0.6901577711105347
olmo2_7b_instruct,commonsenseqa,500,2025,cheap_confidence_option,0.8195454545454546,
olmo2_7b_instruct,commonsenseqa,500,2025,cheap_plus_pca_hidden,0.7581818181818182,0.6890053749084473
olmo2_7b_instruct,commonsenseqa,1000,42,cheap_confidence_option,0.7830768363492868,
olmo2_7b_instruct,commonsenseqa,1000,42,cheap_plus_pca_hidden,0.747843734145104,0.6452513933181763
olmo2_7b_instruct,commonsenseqa,1000,7,cheap_confidence_option,0.7760302159084503,
olmo2_7b_instruct,commonsenseqa,1000,7,cheap_plus_pca_hidden,0.7488584474885844,0.6456295847892761
olmo2_7b_instruct,commonsenseqa,1000,123,cheap_confidence_option,0.7840915496927673,
olmo2_7b_instruct,commonsenseqa,1000,123,cheap_plus_pca_hidden,0.7751846214555499,0.6453433632850647
olmo2_7b_instruct,commonsenseqa,1000,777,cheap_confidence_option,0.7716894977168949,
olmo2_7b_instruct,commonsenseqa,1000,777,cheap_plus_pca_hidden,0.7338068662269576,0.6461623907089233
olmo2_7b_instruct,commonsenseqa,1000,2025,cheap_confidence_option,0.7548339816224139,
olmo2_7b_instruct,commonsenseqa,1000,2025,cheap_plus_pca_hidden,0.7396132814702069,0.6491145491600037
olmo2_7b_instruct,hellaswag,100,42,cheap_confidence_option,0.5263157894736842,
olmo2_7b_instruct,hellaswag,100,42,cheap_plus_pca_hidden,0.4593301435406698,0.9833494424819946
olmo2_7b_instruct,hellaswag,100,7,cheap_confidence_option,0.7894736842105263,
olmo2_7b_instruct,hellaswag,100,7,cheap_plus_pca_hidden,0.569377990430622,0.9834690093994141
olmo2_7b_instruct,hellaswag,100,123,cheap_confidence_option,0.7081339712918658,
olmo2_7b_instruct,hellaswag,100,123,cheap_plus_pca_hidden,0.7129186602870813,0.9826488494873047
olmo2_7b_instruct,hellaswag,100,777,cheap_confidence_option,0.5885167464114832,
olmo2_7b_instruct,hellaswag,100,777,cheap_plus_pca_hidden,0.645933014354067,0.9830925464630127
olmo2_7b_instruct,hellaswag,100,2025,cheap_confidence_option,0.7511961722488038,
olmo2_7b_instruct,hellaswag,100,2025,cheap_plus_pca_hidden,0.7464114832535885,0.9835010170936584
olmo2_7b_instruct,hellaswag,300,42,cheap_confidence_option,0.6790966386554622,
olmo2_7b_instruct,hellaswag,300,42,cheap_plus_pca_hidden,0.6129201680672268,0.7861654758453369
olmo2_7b_instruct,hellaswag,300,7,cheap_confidence_option,0.7526260504201681,
olmo2_7b_instruct,hellaswag,300,7,cheap_plus_pca_hidden,0.6859243697478993,0.7868263125419617
olmo2_7b_instruct,hellaswag,300,123,cheap_confidence_option,0.7683823529411764,
olmo2_7b_instruct,hellaswag,300,123,cheap_plus_pca_hidden,0.6890756302521008,0.786908745765686
olmo2_7b_instruct,hellaswag,300,777,cheap_confidence_option,0.6449579831932772,
olmo2_7b_instruct,hellaswag,300,777,cheap_plus_pca_hidden,0.6481092436974789,0.7870017886161804
olmo2_7b_instruct,hellaswag,300,2025,cheap_confidence_option,0.7006302521008404,
olmo2_7b_instruct,hellaswag,300,2025,cheap_plus_pca_hidden,0.7316176470588236,0.7830852270126343
olmo2_7b_instruct,hellaswag,500,42,cheap_confidence_option,0.6848404255319149,
olmo2_7b_instruct,hellaswag,500,42,cheap_plus_pca_hidden,0.6698328267477204,0.7397089004516602
olmo2_7b_instruct,hellaswag,500,7,cheap_confidence_option,0.6624240121580547,
olmo2_7b_instruct,hellaswag,500,7,cheap_plus_pca_hidden,0.6876899696048632,0.7370400428771973
olmo2_7b_instruct,hellaswag,500,123,cheap_confidence_option,0.6732522796352584,
olmo2_7b_instruct,hellaswag,500,123,cheap_plus_pca_hidden,0.6793313069908815,0.7389112710952759
olmo2_7b_instruct,hellaswag,500,777,cheap_confidence_option,0.6578647416413373,
olmo2_7b_instruct,hellaswag,500,777,cheap_plus_pca_hidden,0.6988981762917933,0.736286997795105
olmo2_7b_instruct,hellaswag,500,2025,cheap_confidence_option,0.7488601823708207,
olmo2_7b_instruct,hellaswag,500,2025,cheap_plus_pca_hidden,0.7583586626139817,0.7381845116615295
olmo2_7b_instruct,hellaswag,1000,42,cheap_confidence_option,0.6859327507598784,
olmo2_7b_instruct,hellaswag,1000,42,cheap_plus_pca_hidden,0.7411189209726443,0.7025400400161743
olmo2_7b_instruct,hellaswag,1000,7,cheap_confidence_option,0.7391242401215805,
olmo2_7b_instruct,hellaswag,1000,7,cheap_plus_pca_hidden,0.7415463525835867,0.7030709981918335
olmo2_7b_instruct,hellaswag,1000,123,cheap_confidence_option,0.7012253039513678,
olmo2_7b_instruct,hellaswag,1000,123,cheap_plus_pca_hidden,0.7208871580547113,0.7045792937278748
olmo2_7b_instruct,hellaswag,1000,777,cheap_confidence_option,0.7174677051671733,
olmo2_7b_instruct,hellaswag,1000,777,cheap_plus_pca_hidden,0.708016717325228,0.7053154706954956
olmo2_7b_instruct,hellaswag,1000,2025,cheap_confidence_option,0.6954312310030396,
olmo2_7b_instruct,hellaswag,1000,2025,cheap_plus_pca_hidden,0.7059270516717324,0.7029674053192139
olmo2_7b_instruct,mmlu_all,100,42,cheap_confidence_option,0.7053571428571429,
olmo2_7b_instruct,mmlu_all,100,42,cheap_plus_pca_hidden,0.7857142857142857,0.9877293109893799
olmo2_7b_instruct,mmlu_all,100,7,cheap_confidence_option,0.8416289592760181,
olmo2_7b_instruct,mmlu_all,100,7,cheap_plus_pca_hidden,0.8190045248868778,0.9882700443267822
olmo2_7b_instruct,mmlu_all,100,123,cheap_confidence_option,0.7857142857142857,
olmo2_7b_instruct,mmlu_all,100,123,cheap_plus_pca_hidden,0.6741071428571428,0.9947432279586792
olmo2_7b_instruct,mmlu_all,100,777,cheap_confidence_option,0.6606334841628959,
olmo2_7b_instruct,mmlu_all,100,777,cheap_plus_pca_hidden,0.6289592760180995,0.9895579814910889
olmo2_7b_instruct,mmlu_all,100,2025,cheap_confidence_option,0.6651785714285715,
olmo2_7b_instruct,mmlu_all,100,2025,cheap_plus_pca_hidden,0.7053571428571429,0.9889909029006958
olmo2_7b_instruct,mmlu_all,300,42,cheap_confidence_option,0.7212543554006968,
olmo2_7b_instruct,mmlu_all,300,42,cheap_plus_pca_hidden,0.6754604280736686,0.8194435834884644
olmo2_7b_instruct,mmlu_all,300,7,cheap_confidence_option,0.8357391737182678,
olmo2_7b_instruct,mmlu_all,300,7,cheap_plus_pca_hidden,0.8188153310104529,0.8087639808654785
olmo2_7b_instruct,mmlu_all,300,123,cheap_confidence_option,0.7536087605774016,
olmo2_7b_instruct,mmlu_all,300,123,cheap_plus_pca_hidden,0.778994524639124,0.8265081644058228
olmo2_7b_instruct,mmlu_all,300,777,cheap_confidence_option,0.8128422100547535,
olmo2_7b_instruct,mmlu_all,300,777,cheap_plus_pca_hidden,0.7376804380288698,0.8192551136016846
olmo2_7b_instruct,mmlu_all,300,2025,cheap_confidence_option,0.7411647585863613,
olmo2_7b_instruct,mmlu_all,300,2025,cheap_plus_pca_hidden,0.7003484320557491,0.8180925846099854
olmo2_7b_instruct,mmlu_all,500,42,cheap_confidence_option,0.7137733142037304,
olmo2_7b_instruct,mmlu_all,500,42,cheap_plus_pca_hidden,0.6761119081779052,0.7545739412307739
olmo2_7b_instruct,mmlu_all,500,7,cheap_confidence_option,0.7474892395982784,
olmo2_7b_instruct,mmlu_all,500,7,cheap_plus_pca_hidden,0.7248923959827833,0.7554986476898193
olmo2_7b_instruct,mmlu_all,500,123,cheap_confidence_option,0.7984218077474892,
olmo2_7b_instruct,mmlu_all,500,123,cheap_plus_pca_hidden,0.7684720229555236,0.781645655632019
olmo2_7b_instruct,mmlu_all,500,777,cheap_confidence_option,0.7709827833572453,
olmo2_7b_instruct,mmlu_all,500,777,cheap_plus_pca_hidden,0.7573529411764705,0.7716307640075684
olmo2_7b_instruct,mmlu_all,500,2025,cheap_confidence_option,0.7439024390243902,
olmo2_7b_instruct,mmlu_all,500,2025,cheap_plus_pca_hidden,0.7447991391678622,0.7635549902915955
olmo2_7b_instruct,mmlu_all,1000,42,cheap_confidence_option,0.7323905723905725,
olmo2_7b_instruct,mmlu_all,1000,42,cheap_plus_pca_hidden,0.7366105499438833,0.7201654314994812
olmo2_7b_instruct,mmlu_all,1000,7,cheap_confidence_option,0.7404264870931537,
olmo2_7b_instruct,mmlu_all,1000,7,cheap_plus_pca_hidden,0.7415937149270484,0.7186156511306763
olmo2_7b_instruct,mmlu_all,1000,123,cheap_confidence_option,0.7755331088664422,
olmo2_7b_instruct,mmlu_all,1000,123,cheap_plus_pca_hidden,0.7263748597081929,0.7277670502662659
olmo2_7b_instruct,mmlu_all,1000,777,cheap_confidence_option,0.7709988776655442,
olmo2_7b_instruct,mmlu_all,1000,777,cheap_plus_pca_hidden,0.7422222222222222,0.721272349357605
olmo2_7b_instruct,mmlu_all,1000,2025,cheap_confidence_option,0.7491358024691358,
olmo2_7b_instruct,mmlu_all,1000,2025,cheap_plus_pca_hidden,0.745993265993266,0.7208622694015503
qwen25_7b,arc_challenge,100,42,cheap_confidence_option,0.925925925925926,
qwen25_7b,arc_challenge,100,42,cheap_plus_pca_hidden,0.5925925925925927,0.9865884184837341
qwen25_7b,arc_challenge,100,7,cheap_confidence_option,0.7160493827160495,
qwen25_7b,arc_challenge,100,7,cheap_plus_pca_hidden,0.6790123456790124,0.9869240522384644
qwen25_7b,arc_challenge,100,123,cheap_confidence_option,0.7160493827160495,
qwen25_7b,arc_challenge,100,123,cheap_plus_pca_hidden,0.7160493827160495,0.9866193532943726
qwen25_7b,arc_challenge,100,777,cheap_confidence_option,0.9876543209876544,
qwen25_7b,arc_challenge,100,777,cheap_plus_pca_hidden,0.9876543209876544,0.9865789413452148
qwen25_7b,arc_challenge,100,2025,cheap_confidence_option,0.8765432098765432,
qwen25_7b,arc_challenge,100,2025,cheap_plus_pca_hidden,0.8518518518518519,0.9868710041046143
qwen25_7b,commonsenseqa,100,42,cheap_confidence_option,0.6559999999999999,
qwen25_7b,commonsenseqa,100,42,cheap_plus_pca_hidden,0.6080000000000001,0.984076976776123
qwen25_7b,commonsenseqa,100,7,cheap_confidence_option,0.784,
qwen25_7b,commonsenseqa,100,7,cheap_plus_pca_hidden,0.5439999999999999,0.9842814207077026
qwen25_7b,commonsenseqa,100,123,cheap_confidence_option,0.752,
qwen25_7b,commonsenseqa,100,123,cheap_plus_pca_hidden,0.9600000000000001,0.9847177267074585
qwen25_7b,commonsenseqa,100,777,cheap_confidence_option,0.7040000000000001,
qwen25_7b,commonsenseqa,100,777,cheap_plus_pca_hidden,0.616,0.9850876331329346
qwen25_7b,commonsenseqa,100,2025,cheap_confidence_option,0.68,
qwen25_7b,commonsenseqa,100,2025,cheap_plus_pca_hidden,0.5840000000000001,0.9851033687591553
qwen25_7b,commonsenseqa,300,42,cheap_confidence_option,0.8690878378378378,
qwen25_7b,commonsenseqa,300,42,cheap_plus_pca_hidden,0.7204391891891893,0.7993917465209961
qwen25_7b,commonsenseqa,300,7,cheap_confidence_option,0.7652027027027026,
qwen25_7b,commonsenseqa,300,7,cheap_plus_pca_hidden,0.7212837837837838,0.7978633642196655
qwen25_7b,commonsenseqa,300,123,cheap_confidence_option,0.7516891891891893,
qwen25_7b,commonsenseqa,300,123,cheap_plus_pca_hidden,0.6697635135135135,0.7953691482543945
qwen25_7b,commonsenseqa,300,777,cheap_confidence_option,0.8378378378378378,
qwen25_7b,commonsenseqa,300,777,cheap_plus_pca_hidden,0.6900337837837838,0.7978147268295288
qwen25_7b,commonsenseqa,300,2025,cheap_confidence_option,0.8099662162162162,
qwen25_7b,commonsenseqa,300,2025,cheap_plus_pca_hidden,0.8125,0.7996431589126587
qwen25_7b,commonsenseqa,500,42,cheap_confidence_option,0.8247518610421836,
qwen25_7b,commonsenseqa,500,42,cheap_plus_pca_hidden,0.7627171215880894,0.7528371810913086
qwen25_7b,commonsenseqa,500,7,cheap_confidence_option,0.7912531017369727,
qwen25_7b,commonsenseqa,500,7,cheap_plus_pca_hidden,0.721774193548387,0.7518596649169922
qwen25_7b,commonsenseqa,500,123,cheap_confidence_option,0.8498759305210918,
qwen25_7b,commonsenseqa,500,123,cheap_plus_pca_hidden,0.7620967741935484,0.7518389225006104
qwen25_7b,commonsenseqa,500,777,cheap_confidence_option,0.8362282878411911,
qwen25_7b,commonsenseqa,500,777,cheap_plus_pca_hidden,0.751240694789082,0.754279613494873
qwen25_7b,commonsenseqa,500,2025,cheap_confidence_option,0.776985111662531,
qwen25_7b,commonsenseqa,500,2025,cheap_plus_pca_hidden,0.7109181141439206,0.7547144889831543
qwen25_7b,commonsenseqa,1000,42,cheap_confidence_option,0.8186540371247422,
qwen25_7b,commonsenseqa,1000,42,cheap_plus_pca_hidden,0.7793140325414406,0.7192975282669067
qwen25_7b,commonsenseqa,1000,7,cheap_confidence_option,0.8123138033763654,
qwen25_7b,commonsenseqa,1000,7,cheap_plus_pca_hidden,0.7493697960430831,0.7172415852546692
qwen25_7b,commonsenseqa,1000,123,cheap_confidence_option,0.8268275914750592,
