family,rows,conditions,test_auroc_correct_mean,test_auroc_correct_std,test_auprc_failure_mean,test_auprc_failure_std,test_risk_at_80_mean,test_risk_at_80_std,test_risk_at_60_mean,test_risk_at_60_std,test_risk_at_40_mean,test_risk_at_40_std,test_aurc_mean,test_aurc_std,test_eaurc_mean,test_eaurc_std,test_failure_precision_at_20_abstain_mean,test_failure_precision_at_20_abstain_std,test_failure_recall_at_20_abstain_mean,test_failure_recall_at_20_abstain_std
cheap_plus_hidden_pca,190,38,0.7801399518477782,0.10760153955212819,0.616011988068204,0.15309061956264047,0.24159389952153112,0.1984178969630364,0.1884227810906577,0.19711623768427064,0.14238794100636204,0.1926431889911362,0.17482774390587147,0.18593082764692362,0.0923710992822314,0.08137333433085933,0.5935964912280701,0.19121817712462286,0.4597595811224738,0.17825777400879098
confidence_option,190,38,0.7905596607040433,0.09468553294957739,0.6182929461244256,0.13478355999929617,0.24073721234905449,0.1953543011026987,0.18558897243107772,0.19718305151237173,0.1402012242143821,0.19508569442691467,0.17135622323099162,0.18478543502541403,0.0888995786073516,0.07921094249792988,0.5959398496240601,0.18260371340219067,0.46296932883303193,0.16795974887970413
hidden_pca,190,38,0.7228001371084585,0.13967230720062188,0.5458716246722873,0.19293071529846112,0.25784546593757124,0.19522581029006894,0.2138157174545559,0.20088127663580047,0.17492553499132443,0.20728128776096263,0.20064042055518375,0.19542555586897473,0.11818377593154371,0.09661183051945638,0.5288533834586465,0.21408697045447858,0.4014704392084997,0.18318982718231297
