model,dataset,seed,split_mode,family,candidate,C,pca_dim,n,accuracy,n_correct,n_failures,n_train,n_val,n_test,test_failures,analysis_group,cheap_cols,hidden_key,val_auroc_correct,val_auprc_failure,val_aurc,val_eaurc,val_risk_at_80,val_risk_at_60,val_risk_at_40,val_failure_precision_at_20_abstain,val_failure_recall_at_20_abstain,test_auroc_correct,test_auprc_failure,test_aurc,test_eaurc,test_risk_at_80,test_risk_at_60,test_risk_at_40,test_failure_precision_at_20_abstain,test_failure_recall_at_20_abstain,selected_by,test_auroc_correct_ci_low,test_auroc_correct_ci_high,test_auprc_failure_ci_low,test_auprc_failure_ci_high,test_risk_at_80_ci_low,test_risk_at_80_ci_high,test_risk_at_60_ci_low,test_risk_at_60_ci_high,test_risk_at_40_ci_low,test_risk_at_40_ci_high,test_aurc_ci_low,test_aurc_ci_high,test_eaurc_ci_low,test_eaurc_ci_high,test_failure_precision_at_20_abstain_ci_low,test_failure_precision_at_20_abstain_ci_high,test_failure_recall_at_20_abstain_ci_low,test_failure_recall_at_20_abstain_ci_high
deepseek_r1_qwen7b,mmlu,0,stratified,hidden_pca,hidden_pca_32,0.1,32,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5307187955318116,0.7360183363360595,0.693628447686327,0.34261859045616344,0.7,0.7166666666666667,0.7125,0.75,0.2112676056338028,0.5114133074307916,0.7438480532044589,0.6841350072632113,0.3331251500330477,0.7,0.725,0.725,0.75,0.2112676056338028,validation_auroc_locked,0.4295519652109219,0.6024656906523516,0.6654037126309237,0.8205986510024852,0.625,0.76875,0.6416666666666667,0.7916666666666666,0.6125,0.8190624999999997,0.5969020101548437,0.7840349268666464,0.2639811108088091,0.402007769364352,0.625,0.875,0.18039348710990502,0.25
deepseek_r1_qwen7b,mmlu,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_16,0.1,16,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5631374453618261,0.7496696533491917,0.6436083599624036,0.29259850273224003,0.6875,0.7,0.675,0.8,0.22535211267605634,0.5877853326857698,0.788915088766792,0.6525354848917548,0.30152562766159124,0.68125,0.6666666666666666,0.6375,0.825,0.2323943661971831,validation_auroc_locked,0.4899495535566479,0.6697988614667565,0.7045752228254366,0.8622382693570915,0.60625,0.75625,0.575,0.7460416666666665,0.5375,0.7565624999999997,0.5711716391304318,0.7543090330569027,0.2380628539376415,0.3803249064777179,0.725,0.95,0.20257969798657718,0.26493983957219247
deepseek_r1_qwen7b,mmlu,1,stratified,confidence_option,cheap,10.0,0,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5937348227294803,0.7436020511218076,0.64778322121245,0.29677336398228643,0.70625,0.675,0.625,0.725,0.20422535211267606,0.5945847498785818,0.7721570944443079,0.6803834421552235,0.3293735849250599,0.68125,0.6416666666666667,0.6125,0.825,0.2323943661971831,validation_auroc_locked,0.4989870792839051,0.6819783468976811,0.7004520599131213,0.8517783533672022,0.6125,0.7532812499999998,0.5583333333333333,0.7333333333333333,0.5125,0.725,0.5906856136780005,0.7706231374643948,0.26339985233965335,0.3765933246250791,0.7,0.925,0.1965046857904001,0.2620709382151029
deepseek_r1_qwen7b,mmlu,1,stratified,hidden_pca,hidden_pca_64,0.1,64,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5202768334142787,0.7463753815438801,0.7131363130517334,0.3621264558215698,0.7,0.7166666666666667,0.7,0.75,0.2112676056338028,0.45835356969402624,0.6737050086212641,0.7262692936132314,0.37525943638306786,0.7125,0.7416666666666667,0.725,0.7,0.19718309859154928,validation_auroc_locked,0.36958559075019054,0.5490777245846239,0.5978839697615361,0.7674670708209125,0.6342187499999999,0.78125,0.6539583333333333,0.825,0.6375,0.8315624999999998,0.619595097763228,0.8119773954841778,0.30788708358295686,0.42988091241548326,0.55,0.825,0.15843835276606302,0.2319569688340452
deepseek_r1_qwen7b,mmlu,1,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_64,0.1,64,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5712724623603691,0.7444383156469843,0.6388840358656718,0.2878741786355082,0.7125,0.675,0.625,0.7,0.19718309859154928,0.48542982030111703,0.7060757476868507,0.7015309849665432,0.3505211277363796,0.71875,0.725,0.7,0.675,0.19014084507042253,validation_auroc_locked,0.38994075446374954,0.5783854858810411,0.6323049750417229,0.792324461408494,0.64375,0.7875,0.65,0.8083333333333333,0.6,0.8190624999999997,0.6050430622417106,0.8032275659844504,0.2766594419754712,0.4033231454473294,0.5,0.8381249999999993,0.14757625272331154,0.23129251700680273
deepseek_r1_qwen7b,mmlu,2,stratified,confidence_option,cheap,0.1,0,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.572243807673628,0.7377914054900646,0.6230583043313827,0.27204844710121906,0.70625,0.6833333333333333,0.675,0.725,0.20422535211267606,0.5967702768334142,0.7560599708693161,0.5997973835903107,0.24878752636014706,0.7,0.6916666666666667,0.625,0.75,0.2112676056338028,validation_auroc_locked,0.5120824037458774,0.6791248265758041,0.6804281797037823,0.8367438701846974,0.6375,0.7782812499999998,0.6166666666666667,0.7793749999999998,0.525,0.725,0.5206224507252972,0.7034227798250834,0.19078817264926493,0.3149153651832358,0.575,0.8631249999999995,0.17037037037037037,0.23723288036237675
deepseek_r1_qwen7b,mmlu,2,stratified,hidden_pca,hidden_pca_16,0.1,16,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5120203982515784,0.728223953372791,0.7029408432257453,0.35193098599558176,0.70625,0.7,0.7,0.725,0.20422535211267606,0.552574065080136,0.7565923190704353,0.6778838246378629,0.3268739674076993,0.70625,0.675,0.6625,0.725,0.20422535211267606,validation_auroc_locked,0.46800642772193035,0.6410079390164705,0.6757442580469687,0.8405049352899024,0.63125,0.78125,0.6083333333333333,0.7666666666666667,0.5625,0.7690624999999998,0.5860148876299609,0.7669805053928312,0.2594930728954961,0.3873235698196426,0.6,0.875,0.16712379540400296,0.23972602739726026
deepseek_r1_qwen7b,mmlu,2,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_32,0.1,32,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5604662457503643,0.7398352200802949,0.640608001250744,0.28959814402058043,0.70625,0.6666666666666666,0.6875,0.725,0.20422535211267606,0.6110976202039826,0.7869819675647929,0.5953869852640554,0.24437712803389183,0.69375,0.6583333333333333,0.6625,0.775,0.21830985915492956,validation_auroc_locked,0.5253035619351408,0.6951609848484849,0.7056205475962387,0.8559511376770185,0.625,0.76875,0.5833333333333334,0.7583333333333333,0.55,0.7625,0.5196105570850128,0.6958131682099118,0.18200139582787095,0.3046006143996173,0.6368750000000001,0.9,0.1827310242831926,0.25177466418473615
deepseek_r1_qwen7b,mmlu,3,stratified,confidence_option,cheap,0.1,0,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.575279261777562,0.764714646414718,0.651375283681233,0.3003654264510694,0.7,0.675,0.6375,0.75,0.2112676056338028,0.5483244293346285,0.7425831566213936,0.6830688220064506,0.332058964776287,0.7,0.6833333333333333,0.6625,0.75,0.2112676056338028,validation_auroc_locked,0.4676457735864855,0.6382954333523612,0.677033017092858,0.8318174402881798,0.62171875,0.775,0.6083333333333333,0.7833333333333333,0.5559375000000001,0.7625,0.5943725125874851,0.7771063761152598,0.2650695491174897,0.39049294126078776,0.65,0.9,0.18684892086330937,0.25
deepseek_r1_qwen7b,mmlu,3,stratified,hidden_pca,hidden_pca_16,10.0,16,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.531204468188441,0.7242036799098855,0.6819030715454456,0.330893214315282,0.69375,0.6916666666666667,0.6875,0.775,0.21830985915492956,0.5112918892666343,0.7273128559110082,0.6912572953197292,0.34024743808956565,0.725,0.6916666666666667,0.6875,0.65,0.18309859154929578,validation_auroc_locked,0.4240465631141613,0.6061448116560056,0.646796665620491,0.815665447633164,0.65296875,0.7907812499999998,0.6166666666666667,0.7833333333333333,0.6059375,0.7875,0.6138116183006606,0.7868170765947958,0.26869345225406127,0.4025857540149517,0.5,0.8131249999999994,0.14388489208633093,0.22347256523139697
deepseek_r1_qwen7b,mmlu,3,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_32,0.1,32,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5703011170471103,0.7721396004585569,0.6498227671161878,0.2988129098860242,0.69375,0.6833333333333333,0.675,0.775,0.21830985915492956,0.5627731908693541,0.7569030769526843,0.6682035346600379,0.3171936774298743,0.70625,0.6916666666666667,0.625,0.725,0.20422535211267606,validation_auroc_locked,0.4823553795835357,0.66459491864983,0.692610538418651,0.8359645062469062,0.6375,0.78125,0.6,0.775,0.5375,0.7375,0.5755678838069942,0.7593902487509168,0.2513477246039456,0.3792928094657866,0.575,0.85,0.16367401215805472,0.23311643835616436
deepseek_r1_qwen7b,mmlu,4,stratified,confidence_option,cheap,0.1,0,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.546138902379796,0.7387332198254825,0.6782384671036389,0.3272286098734753,0.70625,0.675,0.6625,0.725,0.20422535211267606,0.5877853326857698,0.7748307244388507,0.6551952639437477,0.3041854067135841,0.69375,0.65,0.6625,0.775,0.21830985915492956,validation_auroc_locked,0.5074928987181418,0.6641290996531063,0.6966238310300203,0.852345501789362,0.61546875,0.7595312499999998,0.5666666666666667,0.7333333333333333,0.55,0.7625,0.5619563991198235,0.7446958000049326,0.2399818883246201,0.3641008601417797,0.675,0.9,0.1921664129883308,0.25757575757575757
deepseek_r1_qwen7b,mmlu,4,stratified,hidden_pca,hidden_pca_16,10.0,16,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5531811559009229,0.7291384111723205,0.6785101365283086,0.327500279298145,0.7125,0.675,0.625,0.7,0.19718309859154928,0.5223409422049538,0.726169678950371,0.6888323203774877,0.33782246314732406,0.70625,0.7,0.65,0.725,0.20422535211267606,validation_auroc_locked,0.43125920723457234,0.5985982709667637,0.653592567160338,0.8066629852482422,0.64046875,0.7875,0.6122916666666667,0.775,0.5684375,0.775,0.5966467350261268,0.7876114633275839,0.2755982589658458,0.4049740291199122,0.55,0.85,0.15985416666666666,0.23370567375886522
deepseek_r1_qwen7b,mmlu,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_16,10.0,16,1000,0.291,291,709,600,200,200,142,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5548810101991257,0.7307317022493033,0.6676695321353299,0.3166596749051663,0.70625,0.6833333333333333,0.625,0.725,0.20422535211267606,0.5443176299174357,0.7491304709693514,0.6804093816978474,0.3293995244676838,0.6875,0.6833333333333333,0.6875,0.8,0.22535211267605634,validation_auroc_locked,0.4579591912108462,0.6379535079469179,0.6814852143290114,0.8339484012292225,0.625,0.7625,0.6,0.7666666666666667,0.575,0.7875,0.5872961560681598,0.7718456057075697,0.26446340604092194,0.3930150315637041,0.65,0.9,0.1824504046585077,0.25177466418473615
