model,dataset,seed,split_mode,family,candidate,C,pca_dim,n,accuracy,n_correct,n_failures,n_train,n_val,n_test,test_failures,analysis_group,cheap_cols,hidden_key,val_auroc_correct,val_auprc_failure,val_aurc,val_eaurc,val_risk_at_80,val_risk_at_60,val_risk_at_40,val_failure_precision_at_20_abstain,val_failure_recall_at_20_abstain,test_auroc_correct,test_auprc_failure,test_aurc,test_eaurc,test_risk_at_80,test_risk_at_60,test_risk_at_40,test_failure_precision_at_20_abstain,test_failure_recall_at_20_abstain
deepseek_r1_qwen7b,commonsenseqa,4,stratified,confidence_option,cheap,10.0,0,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6671037296037297,0.8510276246508144,0.6842370171826778,0.23735412923699367,0.7625,0.7166666666666667,0.65,0.85,0.21794871794871795,0.6,0.819021313809831,0.7118782523706386,0.27250938969891614,0.76875,0.7333333333333333,0.725,0.8,0.2064516129032258
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_16,0.1,16,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5107808857808858,0.7991566421151046,0.7895072739118554,0.34262438596617123,0.78125,0.7583333333333333,0.7625,0.775,0.1987179487179487,0.49218637992831543,0.7669525447066892,0.7892484392437995,0.349879576572077,0.7625,0.775,0.7625,0.825,0.2129032258064516
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_16,1.0,16,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5097610722610723,0.7983666065225625,0.7906322836992045,0.3437493957535203,0.78125,0.7666666666666667,0.7625,0.775,0.1987179487179487,0.49032258064516127,0.7664497901582157,0.792496811914307,0.3531279492425845,0.76875,0.775,0.7625,0.8,0.2064516129032258
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_16,10.0,16,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5097610722610723,0.7983110548068435,0.7903717854048264,0.3434888974591423,0.78125,0.7666666666666667,0.7625,0.775,0.1987179487179487,0.4910394265232975,0.7669313445876768,0.7918654126150972,0.35249654994337476,0.76875,0.775,0.7625,0.8,0.2064516129032258
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_16,0.1,16,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.655448717948718,0.8680556151878586,0.6869344986801869,0.2400516107345027,0.7625,0.7166666666666667,0.7,0.85,0.21794871794871795,0.5592831541218638,0.7999331576896576,0.7372807048150327,0.29791184214331023,0.775,0.775,0.7375,0.775,0.2
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_16,1.0,16,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6689976689976691,0.8771813009385394,0.6892037729436522,0.24232088499796806,0.75625,0.7083333333333334,0.6875,0.875,0.22435897435897437,0.5772043010752688,0.8118581461584744,0.7252650162737875,0.285896153602065,0.7625,0.7583333333333333,0.725,0.825,0.2129032258064516
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_16,10.0,16,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6724941724941725,0.8690607721481334,0.6903192294318482,0.24343634148616405,0.7375,0.7166666666666667,0.6625,0.95,0.24358974358974358,0.5645878136200716,0.8078765478134051,0.7250726092639819,0.2857037465922594,0.775,0.7583333333333333,0.75,0.775,0.2
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_32,0.1,32,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5747377622377623,0.8092770761450485,0.7318929569624728,0.28501006901678866,0.775,0.75,0.7375,0.8,0.20512820512820512,0.45921146953405023,0.7493572929391004,0.7956751662276724,0.35630630355594994,0.78125,0.8,0.8,0.75,0.1935483870967742
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_32,1.0,32,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5734265734265733,0.8087942724700623,0.7319198428754414,0.2850369549297573,0.775,0.75,0.7375,0.8,0.20512820512820512,0.45878136200716846,0.749170228787806,0.7956035582162999,0.35623469554457743,0.78125,0.8,0.7875,0.75,0.1935483870967742
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_32,10.0,32,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5734265734265733,0.8087942724700623,0.7319198428754414,0.2850369549297573,0.775,0.75,0.7375,0.8,0.20512820512820512,0.4586379928315413,0.7491491632391516,0.7956035430519264,0.3562346803802039,0.78125,0.8,0.7875,0.75,0.1935483870967742
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_32,0.1,32,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6644813519813519,0.8605062790751764,0.6645485097253069,0.21766562177962273,0.75625,0.7333333333333333,0.675,0.875,0.22435897435897437,0.5556989247311829,0.7781666325535816,0.7369237307394668,0.29755486806774434,0.775,0.75,0.725,0.775,0.2
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_32,1.0,32,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6789044289044289,0.873723100080654,0.6783643647312945,0.23148147678561032,0.75625,0.7166666666666667,0.65,0.875,0.22435897435897437,0.5634408602150538,0.786758052227841,0.7303444556235335,0.29097559295181097,0.7875,0.75,0.725,0.725,0.1870967741935484
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_32,10.0,32,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6824009324009325,0.8664199307846252,0.6853203579633327,0.23843747001764853,0.75,0.6916666666666667,0.675,0.9,0.23076923076923078,0.5581362007168459,0.7886693060726764,0.7291972553118018,0.2898283926400793,0.78125,0.7583333333333333,0.725,0.75,0.1935483870967742
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_64,0.1,64,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5371503496503497,0.7931219025615704,0.7588481452853415,0.31196525733965735,0.775,0.7666666666666667,0.7375,0.8,0.20512820512820512,0.5932616487455198,0.8128143065198028,0.7053567497061577,0.2659878870344352,0.76875,0.725,0.725,0.8,0.2064516129032258
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_64,1.0,64,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5380244755244756,0.7945937308824801,0.757085642151273,0.3102027542055889,0.775,0.7666666666666667,0.7375,0.8,0.20512820512820512,0.5922580645161291,0.8124593572543639,0.706484190474217,0.2671153278024945,0.76875,0.725,0.725,0.8,0.2064516129032258
deepseek_r1_qwen7b,commonsenseqa,4,stratified,hidden_pca,hidden_pca_64,10.0,64,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5381701631701632,0.7951610764334748,0.7576282578901143,0.3107453699444302,0.775,0.7666666666666667,0.7375,0.8,0.20512820512820512,0.5925448028673835,0.8135155821963661,0.7064092459282754,0.2670403832565529,0.76875,0.725,0.725,0.8,0.2064516129032258
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_64,0.1,64,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6263111888111887,0.8153869251425727,0.6826624025078287,0.23577951456214458,0.775,0.7416666666666667,0.7,0.8,0.20512820512820512,0.632831541218638,0.8215013637531823,0.6782817486466282,0.23891288597490568,0.7625,0.7416666666666667,0.6875,0.825,0.2129032258064516
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_64,1.0,64,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6405885780885779,0.8276018478947259,0.6791149145016445,0.23223202655596037,0.775,0.725,0.675,0.8,0.20512820512820512,0.6468817204301076,0.8336893234596165,0.6804622620750934,0.24109339940337093,0.76875,0.7166666666666667,0.6625,0.8,0.2064516129032258
deepseek_r1_qwen7b,commonsenseqa,4,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_64,10.0,64,1000,0.223,223,777,600,200,200,155,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|prob_E|logit_A|logit_B|logit_C|logit_D|logit_E|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6347610722610723,0.8276316032632574,0.6835230806057209,0.23664019266003672,0.775,0.7333333333333333,0.6875,0.8,0.20512820512820512,0.6420071684587815,0.8296347550898899,0.6783305642536068,0.23896170158188434,0.775,0.725,0.675,0.775,0.2
deepseek_r1_qwen7b,hellaswag,0,stratified,confidence_option,cheap,0.1,0,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5067567567567568,0.7668648893457599,0.7388973487002679,0.34914396803050674,0.7375,0.7416666666666667,0.75,0.75,0.20270270270270271,0.5166469272272668,0.761751665623036,0.7427724262884806,0.3462354567854456,0.73125,0.75,0.7625,0.8,0.21476510067114093
deepseek_r1_qwen7b,hellaswag,0,stratified,confidence_option,cheap,1.0,0,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5102650727650728,0.7714677902447277,0.7377971227609067,0.3480437420911455,0.7375,0.7416666666666667,0.7375,0.75,0.20270270270270271,0.5115146729832873,0.7638355775807183,0.7476040534676864,0.3510670839646514,0.73125,0.7416666666666667,0.75,0.8,0.21476510067114093
deepseek_r1_qwen7b,hellaswag,0,stratified,confidence_option,cheap,10.0,0,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5102650727650728,0.7727644398085258,0.73747883709811,0.34772545642834884,0.725,0.75,0.75,0.8,0.21621621621621623,0.5050664561126463,0.7628333607381084,0.7572897576378066,0.3607527881347716,0.725,0.7416666666666667,0.75,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_16,0.1,16,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.4923336798336798,0.7734357207540612,0.7810141376941163,0.39126075702435514,0.725,0.7416666666666667,0.775,0.8,0.21621621621621623,0.5632320042110803,0.7818461950420307,0.699767679580212,0.303230710077177,0.725,0.7083333333333334,0.725,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_16,1.0,16,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.4922037422037422,0.7735883002032641,0.7811700094116397,0.39141662874187855,0.725,0.7416666666666667,0.775,0.8,0.21621621621621623,0.5629688116857482,0.7817487000279676,0.7000488993472951,0.30351192984426006,0.725,0.7083333333333334,0.725,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_16,10.0,16,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.49233367983367987,0.7736263560643577,0.7811005649671953,0.3913471842974341,0.725,0.7416666666666667,0.775,0.8,0.21621621621621623,0.5629688116857482,0.7817487000279676,0.7000488993472951,0.30351192984426006,0.725,0.7083333333333334,0.725,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_16,0.1,16,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5562629937629937,0.7890754668278708,0.7202673990544487,0.3305140183846875,0.7125,0.7,0.7125,0.85,0.22972972972972974,0.5850769838136597,0.8137427108891684,0.712023581066462,0.315486611563427,0.7125,0.7,0.7375,0.875,0.2348993288590604
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_16,1.0,16,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5618503118503119,0.7915779489609861,0.71035847255505,0.32060509188528885,0.7125,0.7083333333333334,0.7,0.85,0.22972972972972974,0.5792867482563494,0.8121586070612787,0.7166778195446531,0.32014085004161813,0.7125,0.7,0.725,0.875,0.2348993288590604
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_16,10.0,16,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5580821205821205,0.7886167318556504,0.7154181065398303,0.3256647258700691,0.7125,0.6916666666666667,0.7,0.85,0.22972972972972974,0.577839189367022,0.8098214070503822,0.7177294185263384,0.3211924490233034,0.7125,0.7083333333333334,0.725,0.875,0.2348993288590604
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_32,0.1,32,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5641891891891893,0.7961545377632149,0.7030121272485564,0.31325874657879527,0.725,0.7083333333333334,0.675,0.8,0.21621621621621623,0.5816554809843401,0.8134396772025514,0.7151296466145378,0.3185926771115028,0.725,0.6916666666666667,0.7,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_32,1.0,32,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5632796257796258,0.7954592493022963,0.7033671604157612,0.313613779746,0.725,0.7083333333333334,0.675,0.8,0.21621621621621623,0.5819186735096723,0.813413693859524,0.7148926767970418,0.3183557072940068,0.725,0.6916666666666667,0.7,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_32,10.0,32,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5632796257796258,0.7954592493022963,0.7033671604157612,0.313613779746,0.725,0.7083333333333334,0.675,0.8,0.21621621621621623,0.5820502697723384,0.8134675180338877,0.7148426767970419,0.3183057072940069,0.725,0.6916666666666667,0.7,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_32,0.1,32,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.577572765072765,0.7979559013584846,0.6877140024888673,0.2979606218191061,0.71875,0.7083333333333334,0.675,0.825,0.22297297297297297,0.6058691933149098,0.8158730200961442,0.6822093603538444,0.28567239085080937,0.71875,0.7,0.6625,0.85,0.22818791946308725
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_32,1.0,32,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5821205821205822,0.7969759332256798,0.6837152294120951,0.2939618487423339,0.71875,0.7083333333333334,0.675,0.825,0.22297297297297297,0.6025792867482563,0.8151078076659135,0.6865927242772648,0.2900557547742298,0.725,0.6916666666666667,0.6625,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_32,10.0,32,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5791320166320166,0.7935454315300184,0.6853381998176313,0.29558481914787016,0.71875,0.7166666666666667,0.675,0.825,0.22297297297297297,0.6036320568495854,0.8134202976865506,0.6878944821632659,0.29135751266023086,0.725,0.6916666666666667,0.6625,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_64,0.1,64,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6079781704781704,0.7830030534769741,0.6578213563740735,0.2680679757043123,0.71875,0.6916666666666667,0.6625,0.825,0.22297297297297297,0.5617844453217529,0.7916640950143362,0.7115335363348503,0.31499656683181526,0.73125,0.7166666666666667,0.7125,0.8,0.21476510067114093
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_64,1.0,64,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6092775467775468,0.7840879606831461,0.656869437776704,0.26711605710694286,0.71875,0.6916666666666667,0.6625,0.825,0.22297297297297297,0.5616528490590867,0.7917436346493578,0.7113822819420557,0.31484531243902064,0.73125,0.7166666666666667,0.7125,0.8,0.21476510067114093
deepseek_r1_qwen7b,hellaswag,0,stratified,hidden_pca,hidden_pca_64,10.0,64,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6092775467775466,0.7840907511846475,0.6568716088579024,0.26711822818814124,0.71875,0.6916666666666667,0.6625,0.825,0.22297297297297297,0.5615212527964205,0.7916861162702487,0.7114314678409952,0.3148944983379602,0.73125,0.7166666666666667,0.7125,0.8,0.21476510067114093
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_64,0.1,64,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6069386694386695,0.8072671744939551,0.6679684258877033,0.27821504521794216,0.71875,0.6833333333333333,0.6625,0.825,0.22297297297297297,0.590998815633636,0.8126781928757572,0.6984338137376185,0.30189684423458346,0.71875,0.7,0.7,0.85,0.22818791946308725
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_64,1.0,64,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6065488565488565,0.8111200115263273,0.6673442683133154,0.2775908876435542,0.7125,0.6833333333333333,0.6625,0.85,0.22972972972972974,0.5929727595736282,0.8147316773245538,0.6944039260731321,0.29786695657009704,0.71875,0.7,0.6875,0.85,0.22818791946308725
deepseek_r1_qwen7b,hellaswag,0,stratified,cheap_plus_hidden_pca,cheap_plus_hidden_pca_64,10.0,64,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.6040800415800416,0.8122773197071738,0.6698968547726529,0.28014347410289175,0.7125,0.7,0.6625,0.85,0.22972972972972974,0.58915646795631,0.8138637939639626,0.6985506353375637,0.30201366583452866,0.725,0.7,0.6875,0.825,0.2214765100671141
deepseek_r1_qwen7b,hellaswag,1,stratified,confidence_option,cheap,0.1,0,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.5022089397089397,0.7321867417138587,0.7177459364467319,0.32799255577697073,0.74375,0.75,0.7375,0.725,0.19594594594594594,0.5327016712725359,0.7862009172735795,0.725094148771399,0.328557179268364,0.73125,0.725,0.775,0.8,0.21476510067114093
deepseek_r1_qwen7b,hellaswag,1,stratified,confidence_option,cheap,1.0,0,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.4875259875259875,0.7231612135443846,0.7254930203993467,0.33573963972958554,0.74375,0.75,0.7375,0.725,0.19594594594594594,0.5353335965258585,0.7874377584269783,0.7161085218397127,0.3195715523366777,0.73125,0.7166666666666667,0.7625,0.8,0.21476510067114093
deepseek_r1_qwen7b,hellaswag,1,stratified,confidence_option,cheap,10.0,0,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.461408523908524,0.7128210902651999,0.7407803015516612,0.3510269208819,0.74375,0.7833333333333333,0.75,0.725,0.19594594594594594,0.5463876825898144,0.7982276222173306,0.691781003346682,0.295244033843647,0.71875,0.7166666666666667,0.75,0.85,0.22818791946308725
deepseek_r1_qwen7b,hellaswag,1,stratified,hidden_pca,hidden_pca_16,0.1,16,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.4781704781704782,0.7263540588717683,0.7816119294865367,0.3918585488167755,0.7375,0.7333333333333333,0.7375,0.75,0.20270270270270271,0.5386235030925123,0.7724585696397668,0.688043838356047,0.29150686885301197,0.74375,0.75,0.725,0.75,0.20134228187919462
deepseek_r1_qwen7b,hellaswag,1,stratified,hidden_pca,hidden_pca_16,1.0,16,1000,0.258,258,742,600,200,200,149,deepseek_stress_test,p_max|prob_margin|entropy|logit_margin|prob_A|prob_B|prob_C|prob_D|logit_A|logit_B|logit_C|logit_D|early_layer7_max|late_layer21_max|final_layer28_max,all,0.47869022869022865,0.7259610201766771,0.781116426639277,0.3913630459695159,0.7375,0.7333333333333333,0.7375,0.75,0.20270270270270271,0.5383603105671799,0.7715660204433561,0.6878655262218791,0.2913285567188441,0.74375,0.75,0.725,0.75,0.20134228187919462
